name,developer,rank,platform,release_date,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,game_genre,game_url,game_url_string,meta_game_name,meta_critic_score,meta_critic_count,meta_user_score,meta_user_count,meta_esrb,meta_genre,meta_multiplayer,meta_full_url,release_year,is_series,Matched_Name
Grand Theft Auto V,Rockstar North  ,6,PS4,2014-11-18,Rockstar Games  ,6060000,9710000,600000,3020000,19390000.0,Action,https://www.vgchartz.com/game/83196/grand-theft-auto-v/?region=All,grand-theft-auto-v,Grand Theft Auto V,97,66.0,8.3,4691,M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/grand-theft-auto-v,2014,yes,Grand Theft Auto V Grand Theft Auto IV Grand Theft Auto 2 Grand Theft Auto Grand Theft Auto III Grand Theft Auto Online Grand Theft Auto: Vice City Grand Theft Auto: San Andreas
Grand Theft Auto V,Rockstar North  ,19,XOne,2014-11-18,Rockstar Games  ,4700000,3250000,10000,760000,8720000.0,Action,https://www.vgchartz.com/game/73074/grand-theft-auto-v/?region=All,grand-theft-auto-v,Grand Theft Auto V,97,14.0,7.8,1074,M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/grand-theft-auto-v,2014,yes,Grand Theft Auto V Grand Theft Auto IV Grand Theft Auto 2 Grand Theft Auto Grand Theft Auto III Grand Theft Auto Online Grand Theft Auto: Vice City Grand Theft Auto: San Andreas
Uncharted: The Lost Legacy,Naughty Dog  ,128,PS4,2017-08-22,Sony Interactive Entertainment  ,580000,1380000,40000,360000,2370000.0,Action,https://www.vgchartz.com/game/147591/uncharted-the-lost-legacy/?region=All,uncharted-the-lost-legacy,Uncharted: The Lost Legacy,84,104.0,7.9,1202,T,Action,yes,https://www.metacritic.com/game/playstation-4/uncharted-the-lost-legacy,2017,no,none
Metal Gear Solid V: The Phantom Pain,Kojima Productions  ,96,PS4,2015-09-01,Konami Digital Entertainment  ,970000,1150000,500000,420000,3040000.0,Action,https://www.vgchartz.com/game/73202/metal-gear-solid-v-the-phantom-pain/?region=All,metal-gear-solid-v-the-phantom-pain,Metal Gear Solid V: The Phantom Pain,93,86.0,8.2,5086,M,Modern,yes,https://www.metacritic.com/game/playstation-4/metal-gear-solid-v-the-phantom-pain,2015,no,none
Metal Gear Solid V: The Phantom Pain,Kojima Productions  ,427,XOne,2015-09-01,Konami Digital Entertainment  ,490000,250000,20000,70000,830000.0,Action,https://www.vgchartz.com/game/73075/metal-gear-solid-v-the-phantom-pain/?region=All,metal-gear-solid-v-the-phantom-pain,Metal Gear Solid V: The Phantom Pain,95,10.0,7.4,1105,M,Modern,yes,https://www.metacritic.com/game/xbox-one/metal-gear-solid-v-the-phantom-pain,2015,no,none
Metal Gear Solid V: The Definitive Experience,Kojima Productions  ,1104,PS4,2016-10-11,Konami Digital Entertainment  ,130000,80000,30000,40000,290000.0,Action,https://www.vgchartz.com/game/132807/metal-gear-solid-v-the-definitive-experience/?region=All,metal-gear-solid-v-the-definitive-experience,Metal Gear Solid V: The Definitive Experience,56,45.0,7.8,47,M,Miscellaneous,yes,https://www.metacritic.com/game/playstation-4/metal-gear-solid-v-the-definitive-experience,2016,no,none
Metal Gear Solid V: The Definitive Experience,Kojima Productions  ,1936,XOne,2016-10-11,Konami Digital Entertainment  ,100000,0,0,10000,110000.0,Action,https://www.vgchartz.com/game/132808/metal-gear-solid-v-the-definitive-experience/?region=All,metal-gear-solid-v-the-definitive-experience,Metal Gear Solid V: The Definitive Experience,44,45.0,7.2,10,M,Miscellaneous,no,https://www.metacritic.com/game/xbox-one/metal-gear-solid-v-the-definitive-experience,2016,no,none
Uncharted: The Nathan Drake Collection,Bluepoint Games  ,31,PS4,2015-10-07,Sony Computer Entertainment  ,2550000,2110000,100000,940000,5700000.0,Action,https://www.vgchartz.com/game/85628/uncharted-the-nathan-drake-collection/?region=All,uncharted-the-nathan-drake-collection,Uncharted: The Nathan Drake Collection,86,78.0,8.5,2072,T,Miscellaneous,no,https://www.metacritic.com/game/playstation-4/uncharted-the-nathan-drake-collection,2015,no,none
Lego Marvel Super Heroes,Traveller's Tales  ,163,PS4,2013-11-15,Warner Bros. Interactive Entertainment  ,590000,1000000,10000,300000,1910000.0,Action,https://www.vgchartz.com/game/75411/lego-marvel-super-heroes/?region=All,lego-marvel-super-heroes,LEGO Marvel Super Heroes,83,22.0,7.7,324,E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-4/lego-marvel-super-heroes,2013,yes,Lego Marvel Super Heroes LEGO Marvel Super Heroes 2 Marvel Super Hero Squad
LEGO Dimensions,Traveller's Tales  ,293,PS4,2015-09-27,Warner Bros. Interactive Entertainment  ,480000,500000,0,200000,1180000.0,Action,https://www.vgchartz.com/game/85349/lego-dimensions/?region=All,lego-dimensions,LEGO Dimensions,80,53.0,7.1,79,E10+,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/lego-dimensions,2015,yes,LEGO Dimensions Lost Dimension
LEGO Jurassic World,Traveller's Tales  ,295,PS4,2015-06-12,Warner Bros. Interactive Entertainment  ,410000,560000,20000,190000,1180000.0,Action,https://www.vgchartz.com/game/85089/lego-jurassic-world/?region=All,lego-jurassic-world,LEGO Jurassic World,70,46.0,7.2,99,E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-4/lego-jurassic-world,2015,no,none
Lego Marvel Super Heroes,Traveller's Tales  ,306,XOne,2013-11-22,Warner Bros. Interactive Entertainment  ,610000,440000,0,100000,1150000.0,Action,https://www.vgchartz.com/game/75582/lego-marvel-super-heroes/?region=All,lego-marvel-super-heroes,LEGO Marvel Super Heroes,81,22.0,7.0,82,E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-one/lego-marvel-super-heroes,2013,yes,Lego Marvel Super Heroes LEGO Marvel Super Heroes 2 Marvel Super Hero Squad
LEGO Marvel Super Heroes 2,Traveller's Tales  ,317,PS4,2017-11-14,Warner Bros. Interactive Entertainment  ,330000,600000,0,180000,1110000.0,Action,https://www.vgchartz.com/game/176549/lego-marvel-super-heroes-2/?region=All,lego-marvel-super-heroes-2,LEGO Marvel Super Heroes 2,73,61.0,7.1,53,E10+,Action,no,https://www.metacritic.com/game/playstation-4/lego-marvel-super-heroes-2,2017,yes,LEGO Marvel Super Heroes 2 Lego Marvel Super Heroes Marvel Super Hero Squad
LEGO Marvel's Avengers,Traveller's Tales  ,349,PS4,2016-01-26,Warner Bros. Interactive Entertainment  ,310000,530000,10000,160000,1010000.0,Action,https://www.vgchartz.com/game/85098/lego-marvels-avengers/?region=All,lego-marvels-avengers,LEGO Marvel's Avengers,71,70.0,7.1,121,E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-4/lego-marvels-avengers,2016,no,none
Lego Batman 3: Beyond Gotham,Traveller's Tales  ,376,PS4,2014-11-11,Warner Bros. Interactive Entertainment  ,370000,420000,0,160000,940000.0,Action,https://www.vgchartz.com/game/82477/lego-batman-3-beyond-gotham/?region=All,lego-batman-3-beyond-gotham,LEGO Batman 3: Beyond Gotham,73,43.0,6.9,110,E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-4/lego-batman-3-beyond-gotham,2014,no,none
LEGO Harry Potter Collection,Traveller's Tales  ,402,PS4,2016-10-18,Warner Bros. Interactive Entertainment  ,70000,680000,0,130000,880000.0,Action,https://www.vgchartz.com/game/133967/lego-harry-potter-collection/?region=All,lego-harry-potter-collection,LEGO Harry Potter Collection,73,17.0,7.3,36,E10+,Miscellaneous,no,https://www.metacritic.com/game/playstation-4/lego-harry-potter-collection,2016,no,none
LEGO Jurassic World,Traveller's Tales  ,444,XOne,2015-06-12,Warner Bros. Interactive Entertainment  ,440000,270000,0,70000,780000.0,Action,https://www.vgchartz.com/game/85091/lego-jurassic-world/?region=All,lego-jurassic-world,LEGO Jurassic World,70,17.0,6.7,51,E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-one/lego-jurassic-world,2015,no,none
Lego Marvel Super Heroes,Traveller's Tales  ,456,WiiU,2013-10-22,Warner Bros. Interactive Entertainment  ,310000,360000,30000,60000,760000.0,Action,https://www.vgchartz.com/game/71341/lego-marvel-super-heroes/?region=All,lego-marvel-super-heroes,LEGO Marvel Super Heroes,82,8.0,8.0,78,E10+,Action Adventure,no,https://www.metacritic.com/game/wii-u/lego-marvel-super-heroes,2013,yes,Lego Marvel Super Heroes LEGO Marvel Super Heroes 2 Marvel Super Hero Squad
LEGO Dimensions,Traveller's Tales  ,481,XOne,2015-09-27,Warner Bros. Interactive Entertainment  ,470000,180000,0,70000,720000.0,Action,https://www.vgchartz.com/game/85352/lego-dimensions/?region=All,lego-dimensions,LEGO Dimensions,80,12.0,6.9,30,E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-one/lego-dimensions,2015,yes,LEGO Dimensions Lost Dimension
LEGO Dimensions,Traveller's Tales  ,532,WiiU,2015-09-27,Warner Bros. Interactive Entertainment  ,370000,220000,0,60000,650000.0,Action,https://www.vgchartz.com/game/85351/lego-dimensions/?region=All,lego-dimensions,LEGO Dimensions,62,5.0,6.5,31,E10+,Action Adventure,no,https://www.metacritic.com/game/wii-u/lego-dimensions,2015,yes,LEGO Dimensions Lost Dimension
LEGO Marvel Super Heroes 2,Traveller's Tales  ,594,XOne,2017-11-14,Warner Bros. Interactive Entertainment  ,320000,200000,0,50000,570000.0,Action,https://www.vgchartz.com/game/176550/lego-marvel-super-heroes-2/?region=All,lego-marvel-super-heroes-2,LEGO Marvel Super Heroes 2,74,18.0,7.6,16,E10+,Action,no,https://www.metacritic.com/game/xbox-one/lego-marvel-super-heroes-2,2017,yes,LEGO Marvel Super Heroes 2 Lego Marvel Super Heroes Marvel Super Hero Squad
LEGO Jurassic World,Traveller's Tales  ,605,WiiU,2015-06-12,Warner Bros. Interactive Entertainment  ,290000,200000,30000,50000,570000.0,Action,https://www.vgchartz.com/game/85093/lego-jurassic-world/?region=All,lego-jurassic-world,LEGO Jurassic World,71,5.0,7.7,20,E10+,Action Adventure,no,https://www.metacritic.com/game/wii-u/lego-jurassic-world,2015,no,none
LEGO The Incredibles,Traveller's Tales  ,639,PS4,2018-06-15,Warner Bros. Interactive Entertainment  ,180000,270000,0,90000,530000.0,Action,https://www.vgchartz.com/game/221758/lego-the-incredibles/?region=All,lego-the-incredibles,LEGO The Incredibles,69,35.0,4.7,31,E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-4/lego-the-incredibles,2018,yes,LEGO The Incredibles The Incredibles
LEGO Marvel's Avengers,Traveller's Tales  ,704,XOne,2016-01-26,Warner Bros. Interactive Entertainment  ,260000,180000,0,40000,480000.0,Action,https://www.vgchartz.com/game/85100/lego-marvels-avengers/?region=All,lego-marvels-avengers,LEGO Marvel's Avengers,71,18.0,5.8,24,E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-one/lego-marvels-avengers,2016,no,none
Lego Batman 3: Beyond Gotham,Traveller's Tales  ,746,WiiU,2014-11-11,Warner Bros. Interactive Entertainment  ,210000,210000,0,40000,450000.0,Action,https://www.vgchartz.com/game/82479/lego-batman-3-beyond-gotham/?region=All,lego-batman-3-beyond-gotham,LEGO Batman 3: Beyond Gotham,65,22.0,7.0,21,E10+,Action Adventure,no,https://www.metacritic.com/game/wii-u/lego-batman-3-beyond-gotham,2014,no,none
Lego Batman 3: Beyond Gotham,Traveller's Tales  ,767,XOne,2014-11-11,Warner Bros. Interactive Entertainment  ,240000,170000,0,40000,440000.0,Action,https://www.vgchartz.com/game/82481/lego-batman-3-beyond-gotham/?region=All,lego-batman-3-beyond-gotham,LEGO Batman 3: Beyond Gotham,74,25.0,6.9,44,E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-one/lego-batman-3-beyond-gotham,2014,no,none
LEGO The Incredibles,Traveller's Tales  ,1023,XOne,2018-06-15,Warner Bros. Interactive Entertainment  ,190000,100000,0,30000,320000.0,Action,https://www.vgchartz.com/game/221757/lego-the-incredibles/?region=All,lego-the-incredibles,LEGO The Incredibles,74,9.0,7.1,11,E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-one/lego-the-incredibles,2018,yes,LEGO The Incredibles The Incredibles
LEGO Marvel's Avengers,Traveller's Tales  ,1027,WiiU,2016-01-26,Warner Bros. Interactive Entertainment  ,150000,140000,10000,30000,320000.0,Action,https://www.vgchartz.com/game/85102/lego-marvels-avengers/?region=All,lego-marvels-avengers,LEGO Marvel's Avengers,69,4.0,7.1,18,E10+,Action Adventure,no,https://www.metacritic.com/game/wii-u/lego-marvels-avengers,2016,no,none
LEGO Harry Potter Collection,Traveller's Tales  ,1351,XOne,2018-10-30,Warner Bros. Interactive Entertainment  ,140000,60000,0,20000,220000.0,Action,https://www.vgchartz.com/game/222720/lego-harry-potter-collection/?region=All,lego-harry-potter-collection,LEGO Harry Potter Collection,73,8.0,7.5,4,E10+,Miscellaneous,no,https://www.metacritic.com/game/xbox-one/lego-harry-potter-collection,2018,no,none
Assassin's Creed: Unity,Ubisoft Montreal  ,61,PS4,2014-11-11,Ubisoft  ,1250000,2160000,90000,650000,4140000.0,Action,https://www.vgchartz.com/game/80235/assassins-creed-unity/?region=All,assassins-creed-unity,Assassin's Creed Unity,70,40.0,5.1,2454,M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/assassins-creed-unity,2014,yes,Assassin's Creed: Unity Assassin's Creed Assassin's Creed II Assassin's Creed III Assassin's Creed: Rogue Assassin's Creed Origins Assassin's Creed Odyssey Assassin's Creed Chronicles Assassin's Creed II: Discovery Assassin's Creed: Bloodlines Assassin's Creed Syndicate Assassin's Creed: Revelations Assassin's Creed: Brotherhood Assassin's Creed III: Liberation
Assassin's Creed Origins,Ubisoft Montreal  ,63,PS4,2017-10-27,Ubisoft  ,1220000,2110000,110000,630000,4060000.0,Action,https://www.vgchartz.com/game/181687/assassins-creed-origins/?region=All,assassins-creed-origins,Assassin's Creed Origins,81,63.0,7.2,2157,M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/assassins-creed-origins,2017,yes,Assassin's Creed Origins Assassin's Creed Assassin's Creed Odyssey Assassin's Creed II Assassin's Creed Chronicles Assassin's Creed III Assassin's Creed: Bloodlines Assassin's Creed: Unity Assassin's Creed: Rogue Assassin's Creed: Revelations Assassin's Creed Chronicles: China Assassin's Creed Syndicate
Assassin's Creed Origins,Ubisoft Montreal  ,120,XOne,2017-10-27,Ubisoft  ,1340000,920000,0,220000,2470000.0,Action,https://www.vgchartz.com/game/181688/assassins-creed-origins/?region=All,assassins-creed-origins,Assassin's Creed Origins,85,42.0,7.5,622,M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/assassins-creed-origins,2017,yes,Assassin's Creed Origins Assassin's Creed Assassin's Creed Odyssey Assassin's Creed II Assassin's Creed Chronicles Assassin's Creed III Assassin's Creed: Bloodlines Assassin's Creed: Unity Assassin's Creed: Rogue Assassin's Creed: Revelations Assassin's Creed Chronicles: China Assassin's Creed Syndicate
Assassin's Creed IV: Black Flag,Ubisoft Montreal  ,130,XOne,2013-11-22,Ubisoft  ,1510000,590000,0,220000,2320000.0,Action,https://www.vgchartz.com/game/71598/assassins-creed-iv-black-flag/?region=All,assassins-creed-iv-black-flag,Assassin's Creed IV: Black Flag,80,37.0,7.6,420,M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/assassins-creed-iv-black-flag,2013,yes,Assassin's Creed IV: Black Flag Assassin's Creed II
Far Cry 5,Ubisoft Montreal  ,178,XOne,2018-03-27,Ubisoft  ,1140000,470000,0,170000,1780000.0,Action,https://www.vgchartz.com/game/177922/far-cry-5/?region=All,far-cry-5,Far Cry 5,82,32.0,6.6,378,M,Action,yes,https://www.metacritic.com/game/xbox-one/far-cry-5,2018,yes,Far Cry 5 Far Cry 4 Far Cry 3
For Honor,Ubisoft Montreal  ,187,PS4,2017-02-14,Ubisoft  ,730000,660000,70000,280000,1750000.0,Action,https://www.vgchartz.com/game/85749/for-honor/?region=All,for-honor,For Honor,78,59.0,6.1,993,M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/for-honor,2017,no,none
For Honor,Ubisoft Montreal  ,407,XOne,2017-02-14,Ubisoft  ,570000,210000,0,80000,870000.0,Action,https://www.vgchartz.com/game/85750/for-honor/?region=All,for-honor,For Honor,79,26.0,5.8,279,M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/for-honor,2017,no,none
Batman: Arkham Knight,Rocksteady Studios  ,62,PS4,2015-06-23,Warner Bros. Interactive  ,1650000,1680000,110000,660000,4110000.0,Action,https://www.vgchartz.com/game/79437/batman-arkham-knight/?region=All,batman-arkham-knight,Batman: Arkham Knight,87,89.0,7.8,3543,M,General,no,https://www.metacritic.com/game/playstation-4/batman-arkham-knight,2015,yes,Batman: Arkham Knight Batman: Arkham City Batman: Arkham Origins Batman: Arkham VR
Batman: Arkham Knight,Rocksteady Studios  ,206,XOne,2015-06-23,Warner Bros. Interactive Entertainment  ,970000,460000,0,140000,1580000.0,Action,https://www.vgchartz.com/game/79436/batman-arkham-knight/?region=All,batman-arkham-knight,Batman: Arkham Knight,85,16.0,6.9,806,M,General,no,https://www.metacritic.com/game/xbox-one/batman-arkham-knight,2015,yes,Batman: Arkham Knight Batman: Arkham City Batman: Arkham Origins Batman: Arkham VR
Batman: Return to Arkham,Rocksteady Studios  ,534,PS4,2016-10-18,Warner Bros. Interactive Entertainment  ,150000,390000,10000,100000,640000.0,Action,https://www.vgchartz.com/game/113291/batman-return-to-arkham/?region=All,batman-return-to-arkham,Batman: Return to Arkham,73,28.0,8.1,201,T,Miscellaneous,no,https://www.metacritic.com/game/playstation-4/batman-return-to-arkham,2016,yes,Batman: Return to Arkham Champions: Return to Arms
Batman: Arkham VR,Rocksteady Studios  ,871,PS4,2016-10-11,Warner Bros. Interactive Entertainment  ,320000,0,0,70000,390000.0,Action,https://www.vgchartz.com/game/124388/batman-arkham-vr/?region=All,batman-arkham-vr,Batman: Arkham VR,74,62.0,7.3,163,M,Action,no,https://www.metacritic.com/game/playstation-4/batman-arkham-vr,2016,yes,Batman: Arkham VR Batman: Arkham City Batman: Arkham Knight Batman: Arkham Asylum Batman: Arkham Origins
Batman: Arkham City Armored Edition,Rocksteady Studios  ,905,WiiU,2012-11-18,Warner Bros. Interactive Entertainment  ,160000,180000,0,30000,370000.0,Action,https://www.vgchartz.com/game/70796/batman-arkham-city-armored-edition/?region=All,batman-arkham-city-armored-edition,Batman: Arkham City - Armored Edition,85,37.0,8.4,237,T,Action Adventure,no,https://www.metacritic.com/game/wii-u/batman-arkham-city-armored-edition,2012,no,none
Batman: Return to Arkham,Rocksteady Studios  ,1434,XOne,2016-10-18,Warner Bros. Interactive Entertainment  ,120000,60000,0,20000,200000.0,Action,https://www.vgchartz.com/game/113290/batman-return-to-arkham/?region=All,batman-return-to-arkham,Batman: Return to Arkham,77,6.0,8.1,79,T,Miscellaneous,no,https://www.metacritic.com/game/xbox-one/batman-return-to-arkham,2016,yes,Batman: Return to Arkham Champions: Return to Arms
Monster Hunter: World,Capcom  ,46,PS4,2018-01-26,Capcom  ,1030000,1060000,2170000,420000,4670000.0,Action,https://www.vgchartz.com/game/182721/monster-hunter-world/?region=All,monster-hunter-world,Monster Hunter: World,90,93.0,7.7,1556,T,Role-Playing,yes,https://www.metacritic.com/game/playstation-4/monster-hunter-world,2018,yes,Monster Hunter: World Monster Hunter Monster Hunter Stories
Monster Hunter: World,Capcom  ,386,XOne,2018-01-26,Capcom  ,670000,170000,0,90000,930000.0,Action,https://www.vgchartz.com/game/182720/monster-hunter-world/?region=All,monster-hunter-world,Monster Hunter: World,90,17.0,7.1,402,T,Role-Playing,yes,https://www.metacritic.com/game/xbox-one/monster-hunter-world,2018,yes,Monster Hunter: World Monster Hunter Monster Hunter Stories
Resident Evil: Revelations 2,Capcom  ,592,PS4,2015-02-24,Capcom  ,140000,250000,110000,70000,570000.0,Action,https://www.vgchartz.com/game/84244/resident-evil-revelations-2/?region=All,resident-evil-revelations-2,Resident Evil: Revelations 2,75,30.0,7.7,423,M,Horror,yes,https://www.metacritic.com/game/playstation-4/resident-evil-revelations-2,2015,yes,Resident Evil: Revelations 2 Resident Evil: Revelations Resident Evil: Revelations Collection
Devil May Cry HD Collection,Capcom  ,1388,PS4,2018-03-13,Capcom  ,100000,60000,20000,30000,210000.0,Action,https://www.vgchartz.com/game/220929/devil-may-cry-hd-collection/?region=All,devil-may-cry-hd-collection,Devil May Cry HD Collection,60,27.0,7.9,160,M,Miscellaneous,no,https://www.metacritic.com/game/playstation-4/devil-may-cry-hd-collection,2018,yes,Devil May Cry HD Collection Devil May Cry 4 Special Edition
Resident Evil: Revelations,Capcom  ,1502,PS4,2017-08-29,Capcom  ,60000,60000,40000,20000,180000.0,Action,https://www.vgchartz.com/game/166961/resident-evil-revelations/?region=All,resident-evil-revelations,Resident Evil: Revelations,70,32.0,8.0,92,M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/resident-evil-revelations,2017,yes,Resident Evil: Revelations Resident Evil: Revelations 2 Resident Evil: Revelations Collection Resident Evil: Survivor Resident Evil: Umbrella Corps Resident Evil 3: Nemesis
Resident Evil: Revelations 2,Capcom  ,1737,XOne,2015-03-20,Capcom  ,100000,20000,0,10000,140000.0,Action,https://www.vgchartz.com/game/84243/resident-evil-revelations-2/?region=All,resident-evil-revelations-2,Resident Evil: Revelations 2,75,22.0,7.8,150,M,Horror,no,https://www.metacritic.com/game/xbox-one/resident-evil-revelations-2,2015,yes,Resident Evil: Revelations 2 Resident Evil: Revelations Resident Evil: Revelations Collection
Mega Man Legacy Collection 2,Capcom  ,1982,PS4,2017-08-08,Capcom  ,60000,0,20000,10000,100000.0,Action,https://www.vgchartz.com/game/181511/mega-man-legacy-collection-2/?region=All,mega-man-legacy-collection-2,Mega Man Legacy Collection 2,71,39.0,8.0,50,E10+,Miscellaneous,no,https://www.metacritic.com/game/playstation-4/mega-man-legacy-collection-2,2017,yes,Mega Man Legacy Collection 2 Mega Man X Legacy Collection 2 Mega Man Legacy Collection Mega Man X Collection Mega Man Zero Collection Mega Man Anniversary Collection
Devil May Cry 4 Special Edition,Capcom  ,1993,PS4,2015-06-23,Capcom  ,10000,0,90000,0,100000.0,Action,https://www.vgchartz.com/game/85490/devil-may-cry-4-special-edition/?region=All,devil-may-cry-4-special-edition,Devil May Cry 4: Special Edition,75,28.0,8.4,350,M,Fantasy,no,https://www.metacritic.com/game/playstation-4/devil-may-cry-4-special-edition,2015,yes,Devil May Cry 4 Special Edition Devil May Cry HD Collection
Resident Evil 5,Capcom  ,2165,PS4,2016-07-12,Capcom  ,50000,0,10000,10000,70000.0,Action,https://www.vgchartz.com/game/120130/resident-evil-5/?region=All,resident-evil-5,Resident Evil 5,69,14.0,7.5,225,M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/resident-evil-5,2016,yes,Resident Evil 5 Resident Evil 6 Resident Evil 4 Resident Evil 2 Resident Evil: Survivor
Dead Rising 2,Capcom  ,2187,PS4,2016-09-27,Capcom  ,40000,0,20000,10000,70000.0,Action,https://www.vgchartz.com/game/130881/dead-rising-2/?region=All,dead-rising-2,Dead Rising 2,82,4.0,7.2,36,M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/dead-rising-2,2016,yes,Dead Rising 2 Dead Rising
Devil May Cry HD Collection,Capcom  ,2471,XOne,2018-03-13,Capcom  ,40000,0,0,0,40000.0,Action,https://www.vgchartz.com/game/220928/devil-may-cry-hd-collection/?region=All,devil-may-cry-hd-collection,Devil May Cry HD Collection,71,9.0,9.0,76,M,Miscellaneous,no,https://www.metacritic.com/game/xbox-one/devil-may-cry-hd-collection,2018,yes,Devil May Cry HD Collection Devil May Cry 4 Special Edition
Resident Evil 5,Capcom  ,2485,XOne,2016-07-12,Capcom  ,40000,0,0,0,40000.0,Action,https://www.vgchartz.com/game/120129/resident-evil-5/?region=All,resident-evil-5,Resident Evil 5,75,8.0,8.0,64,M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/resident-evil-5,2016,yes,Resident Evil 5 Resident Evil 6 Resident Evil 4 Resident Evil 2 Resident Evil: Survivor
Dead Rising 2,Capcom  ,2523,XOne,2016-09-27,Capcom  ,30000,0,0,0,40000.0,Action,https://www.vgchartz.com/game/130880/dead-rising-2/?region=All,dead-rising-2,Dead Rising 2,62,34.0,6.8,12,M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/dead-rising-2,2016,yes,Dead Rising 2 Dead Rising
Resident Evil: Revelations,Capcom  ,2751,XOne,2017-08-29,Capcom  ,20000,0,0,0,20000.0,Action,https://www.vgchartz.com/game/166960/resident-evil-revelations/?region=All,resident-evil-revelations,Resident Evil: Revelations,78,6.0,8.5,44,M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/resident-evil-revelations,2017,yes,Resident Evil: Revelations Resident Evil: Revelations 2 Resident Evil: Revelations Collection Resident Evil: Survivor Resident Evil: Umbrella Corps Resident Evil 3: Nemesis
Mega Man Legacy Collection 2,Capcom  ,2821,XOne,2017-08-08,Capcom  ,20000,0,0,0,20000.0,Action,https://www.vgchartz.com/game/181510/mega-man-legacy-collection-2/?region=All,mega-man-legacy-collection-2,Mega Man Legacy Collection 2,72,4.0,9.6,26,E10+,Miscellaneous,no,https://www.metacritic.com/game/xbox-one/mega-man-legacy-collection-2,2017,yes,Mega Man Legacy Collection 2 Mega Man X Legacy Collection 2 Mega Man Legacy Collection Mega Man X Collection Mega Man Zero Collection Mega Man Anniversary Collection
Far Cry 5,Ubisoft  ,65,PS4,2018-03-27,Ubisoft  ,1440000,1730000,150000,620000,3950000.0,Action,https://www.vgchartz.com/game/177921/far-cry-5/?region=All,far-cry-5,Far Cry 5,81,83.0,6.8,1447,M,Action,yes,https://www.metacritic.com/game/playstation-4/far-cry-5,2018,yes,Far Cry 5 Far Cry 4 Far Cry 3
Watch Dogs 2,Ubisoft  ,83,PS4,2016-11-15,Ubisoft  ,980000,1740000,120000,520000,3360000.0,Action,https://www.vgchartz.com/game/86722/watch-dogs-2/?region=All,watch-dogs-2,Watch Dogs 2,82,95.0,7.7,1288,M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/watch-dogs-2,2016,yes,Watch Dogs 2 Watch Dogs
Watch Dogs 2,Ubisoft  ,251,XOne,2016-11-15,Ubisoft  ,710000,530000,0,120000,1350000.0,Action,https://www.vgchartz.com/game/86723/watch-dogs-2/?region=All,watch-dogs-2,Watch Dogs 2,81,11.0,7.3,252,M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/watch-dogs-2,2016,yes,Watch Dogs 2 Watch Dogs
Assassin's Creed The Ezio Collection,Ubisoft  ,440,PS4,2016-11-15,Ubisoft  ,140000,520000,20000,120000,790000.0,Action,https://www.vgchartz.com/game/133965/assassins-creed-the-ezio-collection/?region=All,assassins-creed-the-ezio-collection,Assassin's Creed: The Ezio Collection,72,33.0,7.8,178,M,Miscellaneous,no,https://www.metacritic.com/game/playstation-4/assassins-creed-the-ezio-collection,2016,no,none
Assassin's Creed The Ezio Collection,Ubisoft  ,1147,XOne,2016-11-15,Ubisoft  ,130000,120000,0,20000,270000.0,Action,https://www.vgchartz.com/game/133966/assassins-creed-the-ezio-collection/?region=All,assassins-creed-the-ezio-collection,Assassin's Creed: The Ezio Collection,71,16.0,7.5,49,M,Miscellaneous,no,https://www.metacritic.com/game/xbox-one/assassins-creed-the-ezio-collection,2016,no,none
