Game,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date,Unnamed: 0,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio
Surfing H3O,250000.0,120000.0,100000.0,0.0,30000.0,46.0,3.6,2000-10-26,5190,3182940,600,36164,6,7,6,0,5304.9
Sushi Striker: The Way of Sushido,110000.0,40000.0,10000.0,50000.0,0.0,55.0,7.5,2018-06-08,5803,2399040,67020,3827,13,273,3,0,94.08
Swingerz Golf,80000.0,60000.0,20000.0,0.0,0.0,72.0,7.3,2002-10-23,25024,1380,360,11,1,2,0,0,3.83
Sword Art Online: Hollow Fragment,300000.0,0.0,0.0,300000.0,0.0,67.0,7.6,2014-08-19,6004,2177100,538380,1457,16,4657,2,0,16.74
Sword Art Online: Hollow Realization,410000.0,180000.0,60000.0,120000.0,50000.0,69.0,7.4,2016-11-08,1001,71960640,6777120,23008,272,14247,133,9,48.57
Sword Art Online: Lost Song,770000.0,270000.0,150000.0,240000.0,100000.0,66.5,6.4,2015-11-17,4829,3823020,2015160,734,41,7022,4,2,7.14
Sword of Mana,740000.0,310000.0,110000.0,300000.0,20000.0,72.0,8.4,2003-12-01,8128,949020,120840,2872,8,198,1,0,33.12
Syberia,150000.0,80000.0,60000.0,0.0,0.0,76.7,7.7,2003-07-23,3006,10338240,564720,15529,20,1386,17,0,88.53
Syberia II,50000.0,20000.0,20000.0,0.0,0.0,75.5,7.9,2004-10-05,4668,4109880,243420,4679,18,550,6,0,55.85
Syndicate,390000.0,170000.0,170000.0,0.0,50000.0,72.7,6.5,2012-02-21,9726,565140,124140,1214,10,539,0,0,17.410000000000004
Syphon Filter 3,520000.0,290000.0,200000.0,0.0,30000.0,73.0,8.6,2001-11-05,8080,960900,32580,9139,4,81,1,0,69.44
Syphon Filter: The Omega Strain,760000.0,370000.0,290000.0,0.0,100000.0,65.0,7.1,2004-05-04,22911,11700,7200,10,1,10,0,0,1.63
TMNT,1090000.0,930000.0,70000.0,0.0,90000.0,49.2,5.0,2007-03-20,2267,16977600,261120,134022,28,813,31,0,197.66
TMNT: Mutant Melee,90000.0,70000.0,10000.0,0.0,0.0,43.5,5.0,2005-03-16,21459,22320,1800,192,1,14,0,0,12.4
TNA iMPACT: Cross the Line,50000.0,50000.0,0.0,0.0,0.0,50.0,6.5,2010-06-22,13685,183420,540,899,2,3,0,0,761.15
TV Superstars,260000.0,80000.0,120000.0,0.0,50000.0,56.0,4.9,2010-10-12,4227,5146500,85200,4158,4,35,9,0,598.31
Tactics Ogre: Let Us Cling Together,540000.0,150000.0,70000.0,270000.0,50000.0,87.0,8.7,2011-02-15,4020,5698500,405300,2715,13,419,10,0,55.14
Tactics Ogre: The Knight of Lodis,500000.0,130000.0,50000.0,310000.0,10000.0,88.0,8.7,2002-05-11,15662,107340,25560,142,5,54,0,0,12.58
Taiko Drum Master,200000.0,100000.0,80000.0,0.0,30000.0,77.0,8.1,2004-10-26,8416,851760,13080,5406,5,85,1,0,244.58
Taito Legends 2,20000.0,10000.0,10000.0,0.0,0.0,67.0,8.2,2007-05-16,19638,37860,4260,346,3,23,0,0,31.68
Tak and the Power of Juju,2100000.0,1260000.0,670000.0,0.0,170000.0,72.7,8.4,2003-10-15,12602,245160,76860,157,7,164,0,0,8.75
Tak: The Great Juju Challenge,150000.0,120000.0,30000.0,0.0,0.0,75.0,8.1,2005-09-19,13936,172380,11880,718,3,25,0,0,46.94
Take On Helicopters,30000.0,0.0,30000.0,0.0,0.0,70.0,6.7,2011-10-27,15472,113220,7980,161,2,37,0,0,24.47
Tales of Berseria,650000.0,220000.0,100000.0,260000.0,70000.0,79.0,7.0,2017-01-24,703,131136300,11155800,34470,279,16907,246,20,115.88
Tales of Hearts R,380000.0,110000.0,120000.0,90000.0,70000.0,76.0,8.1,2014-11-11,9915,530520,75900,505,7,53,0,0,26.09
Tales of Symphonia,1100000.0,540000.0,210000.0,310000.0,40000.0,86.0,9.0,2004-07-14,1130,58814880,4119900,25425,137,7290,109,5,71.11
Tales of Symphonia Chronicles,540000.0,210000.0,130000.0,130000.0,70000.0,77.0,8.3,2014-02-25,3188,9306720,172200,4890,9,210,16,0,148.71
Tales of Vesperia,740000.0,320000.0,180000.0,190000.0,50000.0,79.0,8.9,2008-08-26,1149,57463080,4798260,15167,230,4872,108,7,65.6
Tales of Xillia 2,870000.0,220000.0,130000.0,450000.0,70000.0,71.0,8.1,2014-08-19,3890,6131520,447720,6558,17,356,10,0,69.03
Tales of Zestiria,450000.0,180000.0,160000.0,40000.0,70000.0,72.0,7.2,2015-10-20,1548,33976680,5453700,25650,84,13720,61,8,33.55
Tales of the Abyss,1430000.0,450000.0,200000.0,720000.0,60000.0,76.5,8.6,2012-02-14,3390,8300160,719040,4034,27,713,14,0,57.81
Tales of the World: Radiant Mythology,430000.0,170000.0,10000.0,230000.0,20000.0,66.0,7.7,2007-07-17,21053,26160,6600,112,2,10,0,0,3.96
Tao Feng: Fist of the Lotus,270000.0,210000.0,60000.0,0.0,10000.0,65.0,6.0,2003-03-18,22721,12840,600,58,1,2,0,0,21.4
Target: Terror,70000.0,60000.0,0.0,0.0,10000.0,33.0,3.0,2008-04-22,11866,300240,780,2727,2,5,0,0,503.2
Tearaway,650000.0,100000.0,410000.0,0.0,150000.0,87.0,8.9,2013-11-22,16955,76320,6720,363,4,42,0,0,29.25
Tearaway Unfolded,240000.0,70000.0,130000.0,0.0,40000.0,81.0,8.0,2015-09-08,6201,1992120,137520,3005,11,2116,2,0,65.21
Tears to Tiara II: Heir of the Overlord,150000.0,70000.0,10000.0,60000.0,20000.0,65.0,8.1,2014-10-14,21284,23760,3000,72,1,7,0,0,7.92
Teen Titans,580000.0,370000.0,170000.0,0.0,40000.0,59.5,7.4,2006-05-24,15904,100320,7200,762,2,23,0,0,13.93
Teenage Mutant Ninja Turtles,2490000.0,1600000.0,730000.0,0.0,160000.0,60.8,7.9,2003-10-31,3190,9295020,322080,128422,17,1032,16,0,95.65
Teenage Mutant Ninja Turtles 2: Battle Nexus,1080000.0,700000.0,330000.0,0.0,80000.0,52.2,6.4,2004-10-19,14440,149640,11700,1287,4,46,0,0,24.55
Teenage Mutant Ninja Turtles: Arcade Attack,130000.0,120000.0,0.0,0.0,10000.0,36.0,5.8,2009-11-10,9754,560400,10980,9005,3,63,1,0,201.06
Teenage Mutant Ninja Turtles: Danger of the Ooze,450000.0,220000.0,160000.0,0.0,60000.0,63.5,6.2,2014-10-28,22084,17820,1200,84,1,3,0,0,14.85
Teenage Mutant Ninja Turtles: Mutants in Manhattan,380000.0,190000.0,140000.0,0.0,60000.0,56.5,4.9,2016-05-24,2423,15253200,1079100,12652,93,4816,28,0,40.4
Teenage Mutant Ninja Turtles: Out of the Shadows,10000.0,0.0,10000.0,0.0,0.0,38.0,5.3,2013-08-28,17447,67080,22320,136,4,112,0,0,9.23
Tekken 2,5740000.0,2260000.0,1890000.0,1360000.0,230000.0,89.0,8.6,1996-08-25,7115,1380720,62760,16007,10,286,1,0,86.62
Tekken 4,3440000.0,1550000.0,1270000.0,330000.0,290000.0,79.0,8.2,2002-09-23,6986,1451460,52500,8096,6,231,2,0,86.0
Tekken 7,590000.0,300000.0,240000.0,0.0,50000.0,81.5,6.6,2017-06-02,63,3156954900,71997600,571406,917,118831,6005,135,296.84
Tekken Advance,450000.0,320000.0,120000.0,0.0,10000.0,82.0,7.6,2002-01-28,19625,38040,1740,600,1,6,0,0,21.86
Tekken Tag Tournament,4050000.0,1680000.0,1510000.0,510000.0,350000.0,85.0,8.5,2000-10-25,2525,14167800,126420,7438,10,367,24,0,463.04000000000013
Tekken Tag Tournament 2,530000.0,280000.0,180000.0,20000.0,40000.0,83.0,7.8,2012-09-11,916,85507080,5765220,23192,86,11539,160,8,65.08
Tempest 4000,10000.0,10000.0,0.0,0.0,0.0,75.0,4.8,2018-07-27,13360,201660,15420,1544,6,90,0,0,41.08
Tenchu 2: Birth of the Stealth Assassins,580000.0,320000.0,220000.0,0.0,40000.0,77.0,8.6,2000-08-07,11536,329940,68760,782,8,194,0,0,21.12
Tenchu Z,340000.0,270000.0,20000.0,20000.0,30000.0,56.0,7.4,2007-06-12,15630,108180,37440,115,4,77,0,0,10.39
Tenchu: Dark Secret,50000.0,30000.0,0.0,10000.0,0.0,37.0,5.3,2006-08-21,15605,109080,1260,148,1,1,0,0,86.57
Tenchu: Fatal Shadows,190000.0,90000.0,70000.0,0.0,20000.0,58.0,7.6,2005-02-15,13317,204180,153960,192,7,94,0,0,5.91
Tenchu: Shadow Assassins,330000.0,180000.0,40000.0,80000.0,20000.0,69.0,7.0,2009-02-05,13023,219900,28440,955,5,92,0,0,44.47
Tenchu: Stealth Assassins,1990000.0,950000.0,640000.0,270000.0,130000.0,87.0,8.7,1998-08-31,6033,2143140,89220,7537,9,338,2,0,92.4
Tenchu: Wrath of Heaven,1140000.0,440000.0,340000.0,250000.0,110000.0,79.0,8.6,2003-03-03,5599,2630520,134580,3762,8,338,3,0,77.05
Tennis World Tour,60000.0,50000.0,0.0,0.0,0.0,52.5,2.5,2018-05-22,4813,3850560,388860,19018,26,1264,6,0,18.65
Terminator Salvation,880000.0,260000.0,470000.0,10000.0,140000.0,45.5,4.5,2009-05-19,13078,216180,21660,2211,5,89,0,0,34.61
Terraria,820000.0,90000.0,400000.0,260000.0,70000.0,73.2,7.6,2015-12-10,135,1374854040,100186140,158298,522,228776,2612,188,65.77000000000001
Teslagrad,10000.0,0.0,10000.0,0.0,0.0,78.0,6.7,2014-10-28,3309,8692500,442200,206567,41,1719,14,0,89.14
Test Drive,1760000.0,1300000.0,260000.0,10000.0,200000.0,72.0,8.0,2002-05-27,10441,455280,109680,4912,8,793,0,0,17.41
Test Drive Unlimited,830000.0,310000.0,320000.0,20000.0,170000.0,81.0,7.8,2006-09-05,7048,1415700,245400,1965,12,882,1,0,20.96
Test Drive Unlimited 2,1500000.0,510000.0,780000.0,10000.0,200000.0,70.0,6.2,2011-02-08,5658,2560740,288900,4979,14,979,2,0,36.38
Test Drive: Eve of Destruction,320000.0,180000.0,110000.0,0.0,30000.0,72.5,8.8,2004-08-25,19617,38160,6420,39,2,34,0,0,5.94
Tetris Effect,250000.0,190000.0,10000.0,10000.0,50000.0,89.0,7.6,2018-11-09,1652,30485040,717840,155040,63,6525,57,1,95.41
Tetris Ultimate,10000.0,0.0,10000.0,0.0,0.0,68.0,4.4,2014-11-11,6274,1930440,468300,7957,18,2432,2,0,15.579999999999998
Tetris Worlds,4010000.0,2530000.0,1140000.0,0.0,340000.0,52.0,6.3,2002-03-20,5488,2766720,18720,25901,7,115,4,0,384.73
Texas Hold 'Em Poker,610000.0,440000.0,160000.0,0.0,10000.0,49.0,7.8,2004-11-01,8182,925980,496920,1568,12,782,0,0,10.18
That's You!,40000.0,40000.0,0.0,0.0,10000.0,70.0,7.2,2017-10-24,2796,11824320,53160,40830,9,1172,21,0,842.51
The 3rd Birthday,520000.0,130000.0,70000.0,270000.0,50000.0,71.0,6.1,2011-03-29,9440,621120,135660,488,9,301,0,0,18.52
The Alliance Alive,110000.0,40000.0,0.0,60000.0,10000.0,74.0,8.1,2018-03-27,8335,874260,100440,612,11,114,0,0,33.45
The Bard's Tale,100000.0,80000.0,20000.0,0.0,0.0,75.0,7.5,2004-10-26,6000,2185860,192540,946,10,436,2,0,41.04
The Beatles: Rock Band,4140000.0,2810000.0,910000.0,0.0,410000.0,88.7,8.1,2009-09-09,15214,121500,27660,316,6,131,0,0,13.12
The Bible Game,250000.0,130000.0,90000.0,0.0,30000.0,66.0,4.1,2005-10-23,9570,594060,6120,5261,3,44,0,0,291.94000000000005
The Black Eyed Peas Experience,320000.0,200000.0,100000.0,0.0,30000.0,66.0,5.8,2011-11-08,14503,146640,660,694,1,5,0,0,222.18
The Book of Unwritten Tales,100000.0,0.0,80000.0,0.0,20000.0,82.0,8.2,2011-10-28,5172,3210000,304800,1457,13,496,5,0,41.83000000000001
The Bouncer,990000.0,300000.0,230000.0,380000.0,80000.0,66.0,7.9,2001-03-05,9314,643140,70380,1367,8,308,0,0,34.83
The Bureau: XCOM Declassified,320000.0,80000.0,190000.0,0.0,40000.0,67.5,6.6,2013-08-20,3974,5833860,652320,6087,39,1685,8,0,49.97
The Caligula Effect: Overdose,40000.0,0.0,0.0,40000.0,0.0,64.0,5.8,2019-03-12,5612,2613120,208440,6834,23,375,4,0,104.83
The Chronicles of Riddick: Assault on Dark Athena,550000.0,280000.0,200000.0,0.0,70000.0,80.7,7.9,2009-04-07,6099,2089080,116640,14732,10,269,3,0,78.85000000000002
The Club,500000.0,290000.0,170000.0,0.0,50000.0,74.0,6.6,2008-02-19,18568,50040,2520,286,2,15,0,0,45.13
The Crew,2730000.0,820000.0,1530000.0,30000.0,350000.0,63.0,5.8,2014-12-02,1449,37745220,10564680,8908,220,70768,70,18,21.44
The Crew 2,1150000.0,420000.0,520000.0,50000.0,150000.0,66.5,5.1,2018-06-29,645,155629920,11449740,53553,578,48552,295,21,127.77
The Cursed Crusade,350000.0,150000.0,150000.0,10000.0,40000.0,46.3,5.0,2011-10-25,9251,653640,12900,3616,4,39,1,0,99.16
The Da Vinci Code,180000.0,100000.0,60000.0,0.0,20000.0,53.0,5.4,2006-05-15,14804,135420,11280,705,4,37,0,0,47.25
The Dark Spire,40000.0,40000.0,0.0,0.0,0.0,69.0,7.8,2009-04-14,21271,23820,2880,46,1,1,0,0,8.27
The Darkness,440000.0,360000.0,40000.0,10000.0,30000.0,82.0,8.1,2007-06-25,6108,2082420,120900,11697,9,339,3,0,69.67
The Darkness II,860000.0,490000.0,280000.0,0.0,80000.0,78.7,7.7,2012-02-07,2108,19776600,1416840,29319,92,6591,35,1,88.35000000000002
The Dog Island,650000.0,470000.0,110000.0,0.0,60000.0,65.5,7.8,2008-05-06,9631,582240,27240,3679,4,61,0,0,111.52
The Dwarves,60000.0,50000.0,10000.0,0.0,10000.0,59.7,5.4,2016-12-01,3959,5878620,342420,9713,47,1282,9,0,80.72000000000001
The Elder Scrolls IV: Oblivion,7590000.0,4580000.0,1890000.0,270000.0,850000.0,93.5,8.4,2009-07-07,380,318539640,12315000,473778,98,22377,604,22,130.91
The Elder Scrolls IV: Shivering Isles,250000.0,240000.0,0.0,0.0,20000.0,80.0,8.0,2007-10-16,14735,137520,13680,137,2,25,0,0,26.03
The Elder Scrolls Online,1020000.0,350000.0,590000.0,0.0,80000.0,71.0,5.8,2014-04-04,66,3004891140,156420720,276830,1063,202429,6167,365,76.21000000000002
The Elder Scrolls V: Skyrim,16520000.0,8340000.0,5830000.0,410000.0,1940000.0,90.7,7.8,2011-11-11,77,2405103660,182476320,553845,1689,324478,6040,384,89.52000000000002
The End is Nigh,60000.0,50000.0,0.0,0.0,10000.0,80.0,7.9,2017-12-12,1043,67452960,1257000,175470,144,4008,127,1,127.24
The Escapists 2,440000.0,130000.0,240000.0,0.0,50000.0,75.0,6.5,2017-08-22,743,118871640,3265620,71391,172,16111,225,4,101.12
The Escapists: The Walking Dead,10000.0,0.0,0.0,0.0,0.0,63.0,6.6,2016-02-19,17203,71700,33720,70,4,224,0,0,4.25
The Evil Within,3910000.0,1470000.0,1680000.0,250000.0,500000.0,68.5,7.5,2014-10-14,349,376026360,28677540,70086,373,76905,713,52,63.31
The Evil Within 2,1440000.0,560000.0,590000.0,90000.0,190000.0,79.0,8.8,2017-10-13,255,566387040,14347620,194815,950,42651,1077,25,91.32
The Eye of Judgment,340000.0,280000.0,0.0,20000.0,30000.0,75.0,8.2,2007-10-24,25033,1380,240,11,1,2,0,0,5.75
The First Templar,180000.0,120000.0,50000.0,0.0,20000.0,54.5,5.9,2011-05-10,19836,36060,13500,74,2,29,0,0,2.67
The Getaway,3540000.0,1230000.0,1770000.0,50000.0,490000.0,72.0,6.8,2003-01-19,8357,867120,68160,1235,7,122,0,0,48.57
The Getaway: Black Monday,1780000.0,390000.0,1010000.0,20000.0,360000.0,57.0,7.7,2005-01-11,6096,2091900,10500,5013,5,33,3,0,522.6
The Godfather II,1530000.0,880000.0,440000.0,20000.0,180000.0,66.0,7.0,2009-04-07,5901,2277960,146520,5520,10,452,2,0,65.52
The Godfather: Blackhand Edition,150000.0,140000.0,0.0,0.0,10000.0,77.0,8.6,2007-03-20,12690,240720,8460,940,2,9,0,0,50.31
The Golden Compass,2840000.0,1220000.0,910000.0,0.0,710000.0,38.8,5.0,2007-12-04,11850,301320,5760,698,2,15,0,0,231.87
The Golf Club,200000.0,160000.0,20000.0,0.0,30000.0,65.0,5.8,2015-04-28,5557,2683800,1108680,676,32,1709,3,1,8.73
The Great Escape,200000.0,100000.0,70000.0,0.0,20000.0,57.0,8.0,2003-07-23,23393,9180,720,67,1,4,0,0,12.75
The Guided Fate Paradox,70000.0,0.0,0.0,60000.0,0.0,74.0,7.8,2013-11-05,17001,75420,7560,57,1,9,0,0,9.98
The Hobbit,900000.0,530000.0,280000.0,0.0,70000.0,62.3,8.2,2003-11-11,2833,11546640,200640,111647,19,413,20,0,191.76
The Hustle: Detroit Streets,70000.0,70000.0,0.0,0.0,10000.0,51.0,5.3,2005-10-25,24728,2040,240,14,1,1,0,0,8.5
The Incredible Hulk,1210000.0,1040000.0,60000.0,0.0,110000.0,51.5,6.2,2008-06-05,8846,744060,11760,5764,6,57,1,0,142.23
The Incredible Hulk: Ultimate Destruction,920000.0,540000.0,280000.0,0.0,80000.0,83.7,8.2,2005-08-23,7487,1189200,17400,8355,4,60,2,0,339.03
The Incredibles,5270000.0,2760000.0,2020000.0,80000.0,420000.0,60.0,6.5,2004-10-31,6824,1546560,69780,10801,10,251,1,0,104.67000000000002
The Incredibles: Rise of the Underminer,540000.0,310000.0,170000.0,0.0,50000.0,64.0,6.9,2005-11-01,13727,181440,15420,1540,2,34,0,0,66.64
The Inner World,30000.0,0.0,30000.0,0.0,0.0,72.0,7.7,2013-07-18,5151,3239100,156180,9439,8,448,4,0,88.3
The Inpatient,130000.0,60000.0,50000.0,0.0,20000.0,59.0,5.8,2018-01-23,2612,13324140,244260,36453,22,1574,24,0,77.15
The Invisible Hours,110000.0,90000.0,0.0,0.0,20000.0,81.0,7.2,2017-10-10,5163,3223920,89760,10387,12,363,5,0,161.74
The Italian Job,310000.0,170000.0,110000.0,0.0,30000.0,54.5,5.9,2003-06-25,17612,64260,11520,246,4,30,0,0,16.490000000000002
The King of Fighters '98 Ultimate Match,120000.0,40000.0,30000.0,30000.0,10000.0,73.0,8.6,2009-03-03,4957,3590220,174180,11140,10,622,5,0,67.5
The King of Fighters '99,110000.0,0.0,0.0,110000.0,10000.0,63.0,8.8,2001-04-22,5625,2599740,23160,11899,5,117,3,0,289.98
The King of Fighters 02/03,70000.0,30000.0,30000.0,0.0,10000.0,73.0,8.6,2005-02-08,10644,425580,6660,3321,3,28,0,0,121.22
The King of Fighters 2000/2001,110000.0,50000.0,40000.0,0.0,10000.0,71.0,8.7,2003-12-09,10311,472740,5280,1283,3,23,0,0,161.64
The King of Fighters 2006,80000.0,10000.0,10000.0,50000.0,0.0,66.0,8.5,2006-09-19,9660,578040,2640,4751,2,13,1,0,479.75
The King of Fighters Collection: The Orochi Saga,380000.0,270000.0,80000.0,0.0,40000.0,66.0,7.6,2008-10-28,20512,30540,28560,28,3,121,0,0,1.07
The King of Fighters XI,190000.0,70000.0,60000.0,40000.0,20000.0,75.0,8.6,2007-11-13,6499,1750800,39360,15918,8,113,3,0,158.76
The King of Fighters XII,270000.0,200000.0,10000.0,40000.0,20000.0,60.0,5.1,2009-07-28,14410,150900,10560,1646,4,48,0,0,49.11
The King of Fighters XIII,630000.0,400000.0,140000.0,50000.0,60000.0,78.0,8.1,2011-11-22,1706,28807140,868920,25713,20,2608,51,0,160.08
The King of Fighters XIV,340000.0,210000.0,20000.0,60000.0,50000.0,79.0,8.2,2016-08-23,544,195474180,4795920,98197,223,11368,370,7,192.06
The LEGO Movie Videogame,5350000.0,2350000.0,2240000.0,120000.0,610000.0,67.9,6.8,2014-02-07,8376,863640,243780,1158,12,1285,0,0,11.36
The Last Airbender,390000.0,250000.0,110000.0,0.0,40000.0,61.0,6.8,2010-06-29,18281,53760,3420,233,2,18,0,0,31.62
The Last Guardian,1290000.0,400000.0,580000.0,130000.0,190000.0,82.0,7.9,2016-12-06,677,141626400,2340600,68185,160,17429,266,2,186.38
The Last Remnant,690000.0,250000.0,210000.0,180000.0,60000.0,66.0,7.5,2008-11-20,3796,6511380,1271640,2233,27,2049,10,0,20.0
The Last Story,680000.0,310000.0,130000.0,180000.0,50000.0,80.0,8.5,2012-08-14,8429,847860,158760,819,9,234,0,0,21.35
The Legend of Alon D'ar,80000.0,40000.0,30000.0,0.0,10000.0,43.0,6.3,2001-12-04,18204,54900,2160,428,1,2,0,0,25.42
The Legend of Dragoon,1860000.0,940000.0,440000.0,390000.0,100000.0,74.0,9.1,2000-06-11,1371,41389380,3158040,16554,45,3198,76,3,70.78
