name,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date
.hack//G.U. Last Recode,240000.0,100000.0,40000.0,80000.0,30000.0,76.0,7.8,2017-11-03
.hack//Infection Part 1,1270000.0,490000.0,380000.0,260000.0,130000.0,75.0,8.3,2003-02-11
007 Legends,340000.0,110000.0,170000.0,0.0,60000.0,41.0,4.1,2012-10-16
007 Racing,530000.0,300000.0,200000.0,0.0,30000.0,51.0,4.6,2000-11-20
007: Quantum of Solace,3300000.0,1550000.0,1310000.0,40000.0,400000.0,63.5,6.7,2008-11-04
007: The World is not Enough,920000.0,510000.0,350000.0,0.0,60000.0,61.0,6.7,2000-11-06
1 vs. 100,90000.0,80000.0,0.0,0.0,10000.0,38.0,3.2,2008-06-30
18 Wheeler: American Pro Trucker,400000.0,200000.0,150000.0,0.0,50000.0,61.0,5.6,2001-11-14
187: Ride or Die,210000.0,120000.0,70000.0,0.0,20000.0,51.5,7.0,2005-08-23
2002 FIFA World Cup,780000.0,350000.0,210000.0,160000.0,70000.0,76.0,6.7,2002-04-22
2010 FIFA World Cup South Africa,2120000.0,620000.0,1020000.0,110000.0,380000.0,73.7,7.3,2010-04-27
2014 FIFA World Cup Brazil,1100000.0,300000.0,650000.0,10000.0,130000.0,73.5,4.4,2014-04-15
24: The Game,300000.0,150000.0,120000.0,0.0,40000.0,62.0,8.1,2006-02-28
25 To Life,420000.0,350000.0,10000.0,0.0,60000.0,39.0,4.9,2006-01-17
300: March to Glory,410000.0,270000.0,80000.0,0.0,70000.0,55.0,6.8,2007-02-27
3D Dot Game Heroes,570000.0,360000.0,120000.0,30000.0,70000.0,77.0,8.1,2010-05-11
428: Shibuya Scramble,20000.0,10000.0,0.0,10000.0,0.0,85.0,7.5,2018-09-04
4X4 EVO 2,240000.0,180000.0,50000.0,0.0,10000.0,59.0,5.8,2001-11-14
50 Cent: Blood on the Sand,210000.0,120000.0,70000.0,0.0,20000.0,71.0,6.2,2009-02-24
50 Cent: Bulletproof,2210000.0,1180000.0,860000.0,0.0,180000.0,48.5,6.1,2005-11-17
7 Days to Die,330000.0,180000.0,100000.0,0.0,40000.0,40.0,5.6,2016-06-28
7 Wonders II,310000.0,130000.0,150000.0,0.0,30000.0,60.0,5.8,2010-07-28
7 Wonders of the Ancient World,130000.0,100000.0,10000.0,0.0,10000.0,60.0,8.3,2007-09-17
88 Heroes: 98 Heroes Edition,20000.0,0.0,20000.0,0.0,0.0,65.0,6.4,2017-10-10
A Boy and His Blob,210000.0,180000.0,10000.0,0.0,20000.0,80.0,8.4,2009-10-13
A Way Out,720000.0,400000.0,210000.0,0.0,100000.0,78.5,7.8,2018-03-23
A Witch's Tale,110000.0,80000.0,0.0,30000.0,10000.0,50.0,7.0,2009-10-06
ABBA: You Can Dance,770000.0,180000.0,500000.0,0.0,100000.0,66.0,3.3,2011-11-15
ABZU,60000.0,50000.0,0.0,0.0,10000.0,80.5,7.4,2017-01-31
AC/DC LIVE: Rock Band Track Pack,740000.0,660000.0,10000.0,0.0,60000.0,55.0,5.8,2008-11-16
AMF Bowling 2004,300000.0,220000.0,60000.0,0.0,10000.0,48.0,4.4,2003-12-01
AMF Xtreme Bowling,30000.0,20000.0,10000.0,0.0,0.0,32.0,5.5,2006-06-13
APB Reloaded,40000.0,20000.0,10000.0,0.0,0.0,56.0,5.8,2011-12-01
ARK Park,50000.0,40000.0,0.0,0.0,10000.0,46.0,4.3,2018-10-30
ARK: Survival Evolved,80000.0,70000.0,0.0,0.0,10000.0,29.0,2.2,2018-11-30
ATV Offroad Fury,2410000.0,2070000.0,260000.0,0.0,80000.0,82.0,8.3,2001-02-05
ATV Offroad Fury 2,2180000.0,1920000.0,200000.0,0.0,60000.0,82.0,8.7,2002-11-09
ATV Offroad Fury 3,1200000.0,1000000.0,40000.0,0.0,160000.0,78.0,8.2,2004-11-02
ATV Offroad Fury Pro,460000.0,370000.0,40000.0,0.0,40000.0,76.0,7.2,2006-10-26
ATV Offroad Fury: Blazin' Trails,570000.0,530000.0,0.0,0.0,40000.0,63.0,7.8,2005-04-19
ATV Quad Power Racing 2,1120000.0,630000.0,380000.0,0.0,120000.0,69.0,7.9,2003-01-27
ATV: Quad Power Racing,260000.0,180000.0,70000.0,0.0,0.0,49.0,8.5,2002-08-20
Academy of Champions: Soccer,120000.0,90000.0,20000.0,0.0,10000.0,64.0,6.8,2009-11-03
Accel World vs. Sword Art Online: Millennium Twilight,100000.0,0.0,30000.0,60000.0,10000.0,64.0,5.9,2017-07-07
Ace Attorney Investigations: Miles Edgeworth,700000.0,230000.0,140000.0,300000.0,40000.0,78.0,8.4,2010-02-16
Ace Combat: Assault Horizon,1230000.0,600000.0,280000.0,250000.0,110000.0,77.5,6.5,2011-10-11
Ace Combat: Assault Horizon Legacy,250000.0,100000.0,60000.0,80000.0,10000.0,71.0,7.5,2011-11-15
Ace Combat: Joint Assault,290000.0,60000.0,50000.0,150000.0,30000.0,71.0,7.4,2010-08-31
Active Life: Outdoor Challenge,1540000.0,780000.0,430000.0,190000.0,140000.0,69.0,8.1,2008-09-09
Activision Anthology,550000.0,280000.0,200000.0,0.0,60000.0,77.0,7.0,2002-11-25
Advance Wars 2: Black Hole Rising,650000.0,470000.0,170000.0,0.0,10000.0,89.0,8.9,2003-06-24
Advance Wars: Dual Strike,390000.0,300000.0,30000.0,40000.0,30000.0,90.0,8.9,2005-08-22
Advent Rising,130000.0,100000.0,30000.0,0.0,0.0,68.0,7.5,2005-05-31
Adventure Time: Pirates of the Enchiridion,90000.0,60000.0,20000.0,0.0,0.0,59.3,6.4,2018-07-17
Adventure Time: The Secret of the Nameless Kingdom,90000.0,10000.0,80000.0,0.0,0.0,61.5,6.6,2014-11-18
Aegis of Earth: Protonovus Assault,80000.0,40000.0,30000.0,0.0,20000.0,63.5,7.3,2016-03-15
Aeon Flux,50000.0,30000.0,20000.0,0.0,10000.0,67.5,4.3,2005-11-15
Afrika,220000.0,120000.0,0.0,80000.0,10000.0,63.0,6.2,2009-10-06
Afro Samurai,440000.0,280000.0,100000.0,0.0,50000.0,65.0,6.2,2009-01-27
After Burner: Black Falcon,10000.0,10000.0,0.0,0.0,0.0,73.0,6.8,2007-03-20
Again,70000.0,70000.0,0.0,0.0,10000.0,52.0,6.8,2010-03-30
Agatha Christie's The ABC Murders,130000.0,90000.0,20000.0,0.0,30000.0,66.5,6.2,2016-02-23
Agatha Christie: And Then There Were None,70000.0,60000.0,10000.0,0.0,10000.0,50.0,6.2,2008-02-25
Agatha Christie: Evil Under the Sun,90000.0,60000.0,20000.0,0.0,10000.0,46.0,7.0,2008-11-19
Agatha Christie: The ABC Murders,100000.0,80000.0,10000.0,0.0,10000.0,53.0,6.5,2009-11-04
Age of Conan: Rise of the Godslayer,30000.0,0.0,20000.0,0.0,0.0,83.0,7.6,2010-05-11
Age of Empires,10000.0,10000.0,0.0,0.0,0.0,83.0,8.7,1997-09-30
Age of Empires II: The Age of Kings,90000.0,10000.0,80000.0,0.0,10000.0,92.0,9.0,1999-09-30
Age of Empires III: Gold Edition,30000.0,0.0,20000.0,0.0,0.0,74.0,8.0,2007-10-23
Age of Empires III: The Asian Dynasties,60000.0,0.0,50000.0,0.0,10000.0,81.0,8.5,2007-10-23
Age of Empires Online,60000.0,10000.0,40000.0,0.0,10000.0,70.0,5.7,2011-08-16
Age of Empires: Collector's Edition,140000.0,20000.0,100000.0,0.0,10000.0,48.0,8.6,2000-11-02
Age of Empires: Mythologies,210000.0,160000.0,30000.0,0.0,20000.0,78.0,7.0,2008-11-24
Age of Empires: The Age of Kings,220000.0,180000.0,20000.0,0.0,20000.0,80.0,8.0,2006-02-14
Age of Mythology: The Titans,60000.0,30000.0,20000.0,0.0,10000.0,84.0,8.8,2003-09-30
Agents of Mayhem,310000.0,150000.0,110000.0,0.0,40000.0,67.5,6.6,2017-08-15
Agony,50000.0,40000.0,0.0,0.0,0.0,35.5,4.6,2018-05-29
AirForce Delta Strike,110000.0,50000.0,40000.0,0.0,10000.0,66.0,7.0,2004-02-03
Airblade,230000.0,110000.0,90000.0,0.0,30000.0,70.0,5.8,2002-01-28
Airborne Troops: Countdown to D-Day,120000.0,60000.0,50000.0,0.0,20000.0,39.0,8.1,2005-01-07
Akiba's Beat,110000.0,70000.0,0.0,10000.0,20000.0,55.0,6.4,2017-05-16
Alan Wake,1330000.0,660000.0,500000.0,50000.0,120000.0,83.0,8.2,2010-05-18
Alex Rider: Stormbreaker,70000.0,60000.0,0.0,0.0,0.0,48.0,6.1,2006-10-02
Alfa Romeo Racing Italiano,10000.0,10000.0,10000.0,0.0,0.0,79.0,6.8,2006-03-16
Alias,160000.0,90000.0,50000.0,0.0,10000.0,64.0,6.8,2004-04-05
Alice in Wonderland,510000.0,250000.0,210000.0,0.0,50000.0,69.0,7.1,2010-03-02
Alice: Madness Returns,1210000.0,490000.0,490000.0,80000.0,130000.0,71.7,8.2,2011-06-14
Alien Hominid,190000.0,120000.0,60000.0,0.0,10000.0,78.0,8.3,2004-11-21
Alien Resurrection,160000.0,90000.0,60000.0,0.0,10000.0,61.0,7.5,2000-10-10
Alien Syndrome,60000.0,50000.0,0.0,0.0,0.0,48.0,7.1,2007-07-24
Alien: Isolation,2370000.0,800000.0,1250000.0,50000.0,290000.0,74.4,8.2,2014-10-07
Aliens in the Attic,50000.0,50000.0,0.0,0.0,0.0,58.0,6.7,2009-07-28
Aliens versus Predator,10000.0,0.0,10000.0,0.0,0.0,76.0,8.2,1999-04-30
Aliens versus Predator: Extinction,80000.0,60000.0,20000.0,0.0,0.0,64.0,7.0,2003-07-30
Aliens vs Predator,2100000.0,960000.0,860000.0,0.0,290000.0,64.5,7.3,2010-02-16
Aliens vs Predator: Requiem,220000.0,30000.0,120000.0,0.0,70000.0,49.0,5.8,2007-11-13
Aliens: Colonial Marines,1420000.0,560000.0,680000.0,0.0,170000.0,45.5,3.7,2013-02-12
Aliens: Infestation,170000.0,90000.0,50000.0,0.0,20000.0,76.0,8.3,2011-10-11
All-Pro Football 2K8,260000.0,240000.0,0.0,0.0,20000.0,75.0,6.9,2007-07-16
All-Star Baseball 2002,780000.0,440000.0,250000.0,0.0,80000.0,71.5,7.0,2001-03-12
All-Star Baseball 2003,410000.0,310000.0,90000.0,0.0,10000.0,81.0,8.0,2002-02-25
All-Star Baseball 2004,630000.0,370000.0,210000.0,0.0,50000.0,77.3,8.0,2003-03-01
All-Star Baseball 2005,470000.0,270000.0,150000.0,0.0,50000.0,73.5,8.7,2004-04-08
All-Star Fruit Racing,40000.0,40000.0,0.0,0.0,10000.0,61.5,4.6,2018-08-21
Alone In The Dark,180000.0,90000.0,80000.0,0.0,20000.0,39.0,4.4,2008-06-23
Alone in the Dark,550000.0,170000.0,320000.0,0.0,60000.0,52.5,5.2,2008-06-23
Alone in the Dark: Inferno,130000.0,90000.0,30000.0,0.0,10000.0,69.0,5.3,2008-11-18
Alone in the Dark: The New Nightmare,160000.0,90000.0,60000.0,0.0,10000.0,77.0,8.3,2001-06-18
Alpha Protocol,820000.0,420000.0,300000.0,0.0,110000.0,63.5,7.1,2010-06-01
Alter Echo,130000.0,60000.0,50000.0,0.0,20000.0,62.0,7.0,2003-08-19
Altered Beast: Guardian of the Realms,90000.0,70000.0,20000.0,0.0,0.0,63.0,5.8,2002-11-23
Alundra,230000.0,130000.0,90000.0,0.0,10000.0,86.0,8.8,1997-12-31
Alvin and the Chipmunks,120000.0,90000.0,30000.0,0.0,10000.0,31.5,4.5,2007-12-04
Amazing Island,60000.0,40000.0,10000.0,0.0,0.0,59.0,6.4,2004-08-25
America's Army: Rise of a Soldier,250000.0,190000.0,50000.0,0.0,10000.0,70.0,7.4,2005-11-17
America's Army: True Soldiers,80000.0,80000.0,0.0,0.0,10000.0,43.0,6.7,2007-11-15
America's Test Kitchen: Let's Get Cooking,270000.0,250000.0,0.0,0.0,20000.0,87.0,6.0,2010-03-28
American Bass Challenge,50000.0,30000.0,10000.0,0.0,0.0,69.0,7.5,2001-12-05
American Chopper,420000.0,350000.0,10000.0,0.0,60000.0,47.0,7.5,2004-11-25
American Chopper 2: Full Throttle,180000.0,90000.0,70000.0,0.0,20000.0,57.0,8.1,2005-11-20
American Idol,550000.0,270000.0,210000.0,0.0,70000.0,41.0,4.8,2003-11-11
American Truck Simulator,90000.0,0.0,90000.0,0.0,10000.0,76.0,6.9,2016-02-02
Amped 2,250000.0,200000.0,40000.0,0.0,10000.0,80.0,7.7,2003-10-28
Amped 3,160000.0,130000.0,20000.0,0.0,10000.0,72.0,7.1,2005-11-16
Amplitude,180000.0,90000.0,70000.0,0.0,20000.0,86.0,8.5,2003-03-24
Anarchy Reigns,390000.0,220000.0,50000.0,80000.0,50000.0,72.0,8.0,2013-01-08
Angry Birds,230000.0,0.0,190000.0,0.0,50000.0,83.0,7.2,2011-01-04
Angry Birds Trilogy,1080000.0,680000.0,290000.0,0.0,120000.0,63.7,4.1,2012-09-25
Angry Birds: Rio,90000.0,0.0,70000.0,0.0,20000.0,75.0,6.2,2011-11-25
Angry Birds: Star Wars,1770000.0,860000.0,720000.0,0.0,210000.0,54.6,4.3,2013-10-29
Anima - Gate of Memories,40000.0,10000.0,20000.0,0.0,10000.0,52.0,7.2,2017-03-21
Animal Crossing: Amiibo Festival,490000.0,230000.0,120000.0,100000.0,40000.0,46.0,4.2,2015-11-13
Anno 1701: Dawn of Discovery,130000.0,70000.0,50000.0,0.0,10000.0,78.0,7.6,2008-03-04
Anno 2070,1400000.0,0.0,1140000.0,0.0,260000.0,83.0,7.1,2011-11-17
Anno 2205,230000.0,40000.0,170000.0,0.0,20000.0,72.0,6.0,2015-11-03
Antz Extreme Racing,60000.0,30000.0,20000.0,0.0,10000.0,33.0,7.2,2002-09-19
Anubis II,70000.0,60000.0,0.0,0.0,10000.0,19.0,3.2,2007-09-18
Apache: Air Assault,160000.0,120000.0,30000.0,0.0,10000.0,70.0,6.8,2010-11-16
Ape Escape,1630000.0,710000.0,480000.0,320000.0,110000.0,90.0,8.6,1999-05-31
Ape Escape 2,630000.0,120000.0,90000.0,380000.0,30000.0,82.0,8.3,2003-06-30
Ape Escape 3,130000.0,60000.0,50000.0,0.0,20000.0,77.0,8.6,2006-01-17
Ape Escape Academy,330000.0,130000.0,150000.0,0.0,50000.0,51.0,6.2,2006-01-17
Ape Escape: On the Loose,700000.0,520000.0,10000.0,120000.0,50000.0,66.0,6.8,2005-03-22
Apex,140000.0,100000.0,30000.0,0.0,0.0,74.0,7.9,2003-02-17
Apex Construct,50000.0,40000.0,0.0,0.0,10000.0,72.0,7.1,2018-08-28
Apollo Justice: Ace Attorney,1000000.0,280000.0,50000.0,650000.0,30000.0,77.5,8.1,2008-02-19
Aqua Moto Racing Utopia,30000.0,30000.0,0.0,0.0,0.0,58.0,6.6,2018-03-27
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,70000.0,30000.0,30000.0,0.0,10000.0,37.0,6.3,2007-11-05
AquaPazza: AquaPlus Dream Match,110000.0,50000.0,0.0,50000.0,10000.0,75.0,7.8,2013-11-19
Aquaman: Battle for Atlantis,20000.0,20000.0,0.0,0.0,0.0,26.5,2.8,2003-07-30
Ar nosurge: Ode to an Unborn Star,170000.0,50000.0,40000.0,60000.0,20000.0,67.0,7.8,2014-09-23
Ar tonelico Qoga: Knell of Ar Ciel,240000.0,80000.0,10000.0,130000.0,10000.0,61.0,7.7,2011-03-15
Ar tonelico: Melody of Elemia,100000.0,0.0,0.0,100000.0,0.0,71.0,8.7,2007-02-06
Aragami,40000.0,30000.0,0.0,0.0,10000.0,71.0,7.1,2016-10-11
Arc Rise Fantasia,190000.0,120000.0,0.0,60000.0,10000.0,64.0,8.0,2010-07-20
Arc the Lad: End of Darkness,60000.0,30000.0,20000.0,0.0,10000.0,59.0,4.1,2005-06-14
Arc the Lad: Twilight of the Spirits,360000.0,180000.0,140000.0,0.0,50000.0,72.0,8.4,2003-06-25
Arcana Heart,160000.0,60000.0,50000.0,40000.0,20000.0,77.0,7.9,2008-04-10
Arcana Heart 3,200000.0,40000.0,50000.0,100000.0,20000.0,73.0,7.2,2014-09-23
Arcania: Gothic 4,180000.0,90000.0,80000.0,0.0,20000.0,63.0,4.0,2010-10-19
Archer Maclean's Mercury,560000.0,170000.0,240000.0,0.0,150000.0,75.0,6.7,2005-04-06
Arctic Thunder,480000.0,260000.0,160000.0,0.0,50000.0,51.0,5.8,2001-09-17
Area 51,740000.0,440000.0,230000.0,0.0,70000.0,73.5,8.0,2005-04-25
Arkanoid DS,60000.0,60000.0,0.0,0.0,0.0,61.0,7.6,2008-06-17
ArmA II,130000.0,0.0,120000.0,0.0,20000.0,77.0,7.5,2009-07-07
Armed and Dangerous,130000.0,90000.0,30000.0,0.0,0.0,79.0,7.0,2003-12-02
Armello,20000.0,20000.0,0.0,0.0,0.0,74.0,7.1,2018-03-13
Armored Core 2,790000.0,280000.0,220000.0,230000.0,70000.0,78.0,8.7,2000-10-24
Armored Core 2: Another Age,410000.0,110000.0,80000.0,190000.0,30000.0,75.0,8.5,2001-08-20
Armored Core 3,670000.0,220000.0,170000.0,230000.0,60000.0,74.0,8.7,2002-09-05
Armored Core 3 Portable,80000.0,0.0,0.0,80000.0,0.0,43.0,6.7,2009-07-30
Armored Core 4,450000.0,280000.0,10000.0,120000.0,30000.0,65.0,7.1,2007-03-20
Armored Core V,620000.0,220000.0,70000.0,280000.0,30000.0,66.5,7.2,2012-03-20
Armored Core: For Answer,150000.0,60000.0,10000.0,70000.0,10000.0,64.0,7.9,2008-09-16
Armored Core: Nexus,260000.0,60000.0,50000.0,140000.0,20000.0,73.0,8.8,2004-09-28
Armored Core: Verdict Day,120000.0,0.0,0.0,120000.0,0.0,66.0,7.8,2013-09-24
Army Men: Air Attack 2,300000.0,170000.0,110000.0,0.0,20000.0,74.0,6.3,2000-09-26
Army Men: Major Malfunction,20000.0,10000.0,0.0,0.0,0.0,36.0,4.0,2006-04-14
Army Men: RTS,180000.0,100000.0,50000.0,0.0,10000.0,67.5,7.9,2002-03-27
Army Men: Sarge's Heroes 2,410000.0,230000.0,160000.0,0.0,40000.0,51.0,6.0,2000-11-21
Army Men: Sarge's War,150000.0,120000.0,30000.0,0.0,0.0,56.0,6.5,2004-08-21
Army of Two,1640000.0,1090000.0,370000.0,20000.0,160000.0,72.0,7.5,2008-03-07
Army of Two: The 40th Day,1840000.0,1090000.0,510000.0,10000.0,220000.0,73.5,7.1,2010-01-12
Army of Two: The Devil's Cartel,550000.0,270000.0,190000.0,10000.0,70000.0,56.0,6.4,2013-03-26
Arslan: The Warriors of Legend,260000.0,80000.0,40000.0,120000.0,20000.0,60.7,6.3,2016-02-09
Art Academy: Home Studio,20000.0,0.0,0.0,20000.0,0.0,82.0,7.9,2015-06-25
Art Academy: Lessons for Everyone!,490000.0,200000.0,50000.0,210000.0,20000.0,81.0,7.6,2012-10-01
Art of Fighting Anthology,40000.0,20000.0,20000.0,0.0,10000.0,60.0,7.0,2007-05-17
Arx Fatalis,50000.0,40000.0,10000.0,0.0,0.0,71.0,7.0,2003-12-23
Asphalt 3D,490000.0,270000.0,160000.0,20000.0,40000.0,43.0,5.1,2011-03-22
Asphalt: Injection,260000.0,140000.0,70000.0,0.0,50000.0,49.0,5.0,2012-02-14
Asphalt: Urban GT,590000.0,310000.0,220000.0,0.0,60000.0,60.0,7.6,2004-11-17
Assassin's Creed,10380000.0,5190000.0,3650000.0,160000.0,1380000.0,81.0,7.5,2007-11-13
Assassin's Creed Chronicles,240000.0,30000.0,130000.0,40000.0,30000.0,63.0,5.7,2016-04-05
Assassin's Creed Chronicles: China,40000.0,0.0,30000.0,0.0,10000.0,69.0,5.9,2015-04-21
Assassin's Creed II,11410000.0,5690000.0,3950000.0,290000.0,1450000.0,89.0,8.2,2009-11-17
Assassin's Creed II: Deluxe Edition,130000.0,0.0,100000.0,0.0,30000.0,64.0,8.2,2010-03-09
Assassin's Creed II: Discovery,280000.0,150000.0,110000.0,0.0,30000.0,69.0,7.3,2009-11-17
Assassin's Creed III,13060000.0,6250000.0,5000000.0,190000.0,1630000.0,83.5,6.8,2012-10-30
Assassin's Creed III: Liberation,1480000.0,530000.0,570000.0,60000.0,320000.0,70.0,7.1,2012-10-30
Assassin's Creed IV: Black Flag,13710000.0,6230000.0,5580000.0,200000.0,1730000.0,84.5,7.8,2013-11-22
Assassin's Creed Odyssey,4630000.0,2090000.0,1810000.0,90000.0,640000.0,85.3,5.9,2018-10-05
Assassin's Creed Origins,6530000.0,2560000.0,3030000.0,110000.0,850000.0,83.0,7.4,2017-10-27
Assassin's Creed Rogue Remastered,190000.0,0.0,160000.0,10000.0,20000.0,71.0,6.8,2018-03-20
Assassin's Creed Syndicate,5300000.0,1760000.0,2760000.0,80000.0,690000.0,76.0,6.5,2015-10-23
Assassin's Creed The Ezio Collection,1060000.0,270000.0,640000.0,20000.0,140000.0,71.5,7.6,2016-11-15
Assassin's Creed: Altair's Chronicles,270000.0,270000.0,0.0,0.0,0.0,58.0,6.0,2008-02-05
Assassin's Creed: Bloodlines,1260000.0,430000.0,500000.0,50000.0,280000.0,63.0,7.0,2009-11-17
Assassin's Creed: Brotherhood,6970000.0,4900000.0,1300000.0,140000.0,640000.0,89.0,8.3,2010-11-16
Assassin's Creed: Revelations,9210000.0,3850000.0,3990000.0,140000.0,1240000.0,80.0,7.4,2011-11-15
Assassin's Creed: Rogue,2420000.0,1120000.0,930000.0,70000.0,300000.0,72.7,7.4,2014-11-11
Assassin's Creed: Unity,4700000.0,1450000.0,2470000.0,90000.0,690000.0,70.0,4.3,2014-11-11
Assault Suit Leynos,50000.0,40000.0,0.0,0.0,10000.0,67.0,6.9,2016-08-30
Assetto Corsa,80000.0,0.0,60000.0,10000.0,10000.0,73.0,6.0,2016-08-30
Astonishia Story,30000.0,30000.0,0.0,0.0,0.0,48.0,5.5,2006-06-06
Astro Bot Rescue Mission,710000.0,220000.0,360000.0,20000.0,110000.0,90.0,8.9,2018-10-02
Astro Boy,90000.0,40000.0,30000.0,0.0,10000.0,54.0,7.3,2004-08-18
Astro Boy: Omega Factor,90000.0,60000.0,20000.0,0.0,0.0,85.0,8.7,2004-08-18
Astro Boy: The Video Game,220000.0,150000.0,40000.0,0.0,20000.0,52.0,4.5,2009-10-20
Asura's Wrath,690000.0,370000.0,180000.0,70000.0,70000.0,71.0,7.0,2012-02-21
Atari Anthology,400000.0,330000.0,10000.0,0.0,50000.0,66.0,6.2,2004-11-22
Atari Classics Evolved,90000.0,80000.0,0.0,0.0,10000.0,64.0,6.0,2007-12-19
Atari Flashback Classics: Volume 1,130000.0,110000.0,0.0,0.0,20000.0,67.5,6.5,2016-10-12
Atari Flashback Classics: Volume 2,60000.0,50000.0,0.0,0.0,10000.0,73.0,6.8,2016-10-12
Atelier Annie: Alchemists of Sera Island,120000.0,80000.0,0.0,30000.0,10000.0,70.0,6.7,2009-10-27
Atelier Iris 2: The Azoth Of Destiny,60000.0,30000.0,20000.0,0.0,10000.0,68.0,8.2,2006-04-25
Atelier Iris: Eternal Mana,150000.0,80000.0,60000.0,0.0,20000.0,74.0,8.0,2005-06-28
Atelier Meruru Plus: The Apprentice of Arland,60000.0,0.0,0.0,60000.0,0.0,74.0,8.1,2013-03-20
Atelier Shallie Plus: Alchemists of the Dusk Sea,50000.0,0.0,0.0,50000.0,0.0,78.0,7.7,2017-01-17
Atelier Shallie: Alchemists of the Dusk Sea,200000.0,70000.0,30000.0,80000.0,20000.0,76.0,7.7,2015-03-10
Atelier Sophie: The Alchemist of the Mysterious Book,220000.0,40000.0,30000.0,140000.0,10000.0,79.0,7.8,2016-06-07
Atelier Totori: The Adventurer of Arland,430000.0,120000.0,70000.0,210000.0,30000.0,74.0,8.1,2011-09-27
Athens 2004,270000.0,130000.0,100000.0,0.0,30000.0,61.0,7.4,2004-07-14
Atomic Betty,30000.0,20000.0,10000.0,0.0,0.0,62.0,7.9,2005-10-25
Attack of the Movies 3D,40000.0,40000.0,0.0,0.0,0.0,38.0,1.7,2010-05-18
Attack on Titan,870000.0,140000.0,310000.0,340000.0,70000.0,65.2,7.3,2017-01-01
Attack on Titan 2,540000.0,290000.0,60000.0,140000.0,60000.0,73.7,6.9,2018-03-20
Auto Modellista,390000.0,190000.0,150000.0,0.0,50000.0,66.0,7.4,2003-03-25
Avatar: The Last Airbender,1220000.0,1020000.0,130000.0,0.0,60000.0,59.2,6.4,2006-10-10
Aven Colony,60000.0,40000.0,10000.0,0.0,10000.0,73.0,7.1,2017-08-01
Away: Shuffle Dungeon,30000.0,20000.0,0.0,0.0,0.0,65.0,6.8,2008-11-06
Axiom Verge,220000.0,160000.0,30000.0,0.0,30000.0,83.0,8.1,2017-11-21
Azure Striker Gunvolt,20000.0,20000.0,0.0,0.0,0.0,77.0,8.1,2014-08-29
Azure Striker Gunvolt: Striker Pack,60000.0,30000.0,10000.0,10000.0,0.0,82.0,7.8,2017-11-21
Azurik: Rise of Perathia,240000.0,180000.0,50000.0,0.0,10000.0,52.0,7.9,2001-11-25
B-Boy,50000.0,40000.0,0.0,0.0,0.0,50.0,7.8,2008-09-16
BIT.TRIP COMPLETE,90000.0,60000.0,20000.0,0.0,10000.0,84.0,8.0,2011-09-13
BIT.TRIP SAGA,140000.0,90000.0,40000.0,0.0,10000.0,75.0,7.9,2011-09-13
BMX XXX,320000.0,200000.0,90000.0,0.0,20000.0,57.3,5.8,2002-11-16
Back to the Future: The Game,340000.0,220000.0,80000.0,0.0,40000.0,62.5,6.4,2015-10-13
Backbreaker,360000.0,330000.0,0.0,0.0,30000.0,56.0,7.3,2010-06-01
Backyard Baseball,620000.0,340000.0,220000.0,0.0,60000.0,74.5,7.6,2004-03-23
Backyard Baseball '09,40000.0,40000.0,0.0,0.0,0.0,37.0,7.8,2008-06-10
Backyard Wrestling 2: There Goes the Neighborhood,280000.0,140000.0,110000.0,0.0,40000.0,46.0,4.7,2004-11-16
Backyard Wrestling: Don't Try This at Home,770000.0,430000.0,270000.0,0.0,90000.0,50.5,6.2,2003-10-07
Bad Apple Wars,70000.0,20000.0,0.0,40000.0,10000.0,78.0,7.3,2017-10-13
Bad Boys: Miami Takedown,1380000.0,730000.0,490000.0,0.0,160000.0,37.7,3.9,2004-09-14
Baja: Edge of Control,210000.0,100000.0,80000.0,0.0,30000.0,61.0,4.7,2008-09-22
Bakugan: Battle Brawlers,2960000.0,2450000.0,260000.0,0.0,240000.0,62.6,7.0,2009-10-20
Baldur's Gate: Dark Alliance,1470000.0,780000.0,530000.0,0.0,170000.0,82.0,8.1,2001-12-02
Ball Breakers,180000.0,100000.0,70000.0,0.0,10000.0,68.0,5.3,2000-07-26
Balls of Fury,20000.0,20000.0,0.0,0.0,0.0,19.0,3.1,2007-10-05
Band Hero,3380000.0,1880000.0,980000.0,0.0,530000.0,71.0,5.9,2009-11-03
Bangai-O Spirits,80000.0,70000.0,0.0,0.0,10000.0,83.0,7.8,2008-08-12
Banjo-Kazooie: Grunty's Revenge,330000.0,240000.0,90000.0,0.0,10000.0,72.0,8.2,2003-09-10
Banjo-Pilot,100000.0,70000.0,30000.0,0.0,0.0,68.0,6.2,2005-01-12
Barbie Groovy Games,560000.0,400000.0,150000.0,0.0,10000.0,47.0,7.0,2002-09-04
Barnyard,250000.0,180000.0,60000.0,0.0,10000.0,64.3,7.1,2006-08-01
Baroque,80000.0,70000.0,0.0,0.0,10000.0,50.0,8.3,2008-04-08
Bass Pro Shops: The Strike,690000.0,640000.0,0.0,0.0,60000.0,70.5,6.7,2009-09-29
Bass Strike,280000.0,140000.0,110000.0,0.0,40000.0,57.0,5.8,2001-09-26
