name,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date
Despicable Me: The Game,270000.0,160000.0,80000.0,0.0,20000.0,55.0,5.7,2010-07-06
Destiny,10840000.0,5390000.0,3640000.0,290000.0,1520000.0,77.7,5.4,2014-09-09
Destiny 2,4300000.0,2010000.0,1490000.0,100000.0,700000.0,84.0,4.4,2017-09-06
Destiny 2: Forsaken,510000.0,270000.0,170000.0,0.0,70000.0,84.0,5.9,2018-09-04
Destiny: The Collection,1190000.0,490000.0,520000.0,20000.0,160000.0,70.0,6.4,2016-09-19
Destiny: The Taken King,3850000.0,2160000.0,1110000.0,50000.0,520000.0,85.0,5.2,2015-09-15
Destruction Derby Raw,140000.0,80000.0,50000.0,0.0,10000.0,69.0,7.0,2000-09-26
Detective Pikachu,470000.0,150000.0,170000.0,120000.0,30000.0,71.0,7.4,2018-03-23
Deus Ex,10000.0,0.0,10000.0,0.0,0.0,90.0,9.2,2000-06-26
Deus Ex: Human Revolution,3340000.0,1520000.0,1330000.0,90000.0,420000.0,89.3,8.4,2011-08-23
Deus Ex: Invisible War,330000.0,250000.0,70000.0,0.0,10000.0,84.0,7.6,2003-12-02
Deus Ex: Mankind Divided,390000.0,250000.0,110000.0,0.0,40000.0,83.0,7.5,2016-08-23
Deus Ex: The Conspiracy,210000.0,100000.0,80000.0,0.0,30000.0,81.0,8.9,2002-03-25
Devil Kings,250000.0,30000.0,30000.0,180000.0,10000.0,64.0,7.1,2005-10-12
Devil May Cry 4,2920000.0,1370000.0,790000.0,420000.0,330000.0,84.0,8.4,2008-02-05
Devil May Cry 4 Special Edition,100000.0,10000.0,0.0,90000.0,0.0,75.0,8.4,2015-06-23
Devil May Cry HD Collection,250000.0,140000.0,60000.0,20000.0,30000.0,65.5,8.4,2018-03-13
Devil's Third,50000.0,30000.0,20000.0,0.0,0.0,43.0,6.7,2015-12-11
Dewy's Adventure,160000.0,140000.0,0.0,10000.0,10000.0,67.0,6.3,2007-09-25
DiRT,1940000.0,540000.0,1080000.0,0.0,320000.0,83.3,7.6,2007-09-11
DiRT 2,2480000.0,780000.0,1300000.0,0.0,400000.0,70.0,6.8,2009-09-08
DiRT 3,1920000.0,500000.0,1110000.0,20000.0,290000.0,86.7,7.1,2011-05-24
DiRT 4,730000.0,210000.0,410000.0,20000.0,90000.0,83.0,6.7,2017-06-06
DiRT Rally,760000.0,250000.0,410000.0,0.0,100000.0,85.7,8.1,2016-04-05
DiRT Showdown,410000.0,100000.0,250000.0,0.0,50000.0,75.0,6.5,2012-06-12
Diablo III: Eternal Collection,670000.0,380000.0,220000.0,10000.0,60000.0,88.0,7.7,2018-11-02
Diablo III: Ultimate Evil Edition,2820000.0,830000.0,1480000.0,80000.0,440000.0,90.0,7.9,2014-08-19
Die Hard: Vendetta,120000.0,90000.0,20000.0,0.0,0.0,54.0,7.2,2002-11-19
Dig Dug: Digging Strike,60000.0,50000.0,0.0,0.0,0.0,65.0,6.7,2005-10-18
Digimon All-Star Rumble,160000.0,110000.0,30000.0,0.0,30000.0,52.0,5.6,2014-11-11
Digimon Battle Spirit 2,150000.0,110000.0,40000.0,0.0,0.0,63.0,6.8,2003-09-24
Digimon Digital Card Battle,110000.0,60000.0,40000.0,0.0,10000.0,51.0,8.8,2001-06-28
Digimon Rumble Arena,20000.0,10000.0,10000.0,0.0,0.0,64.0,8.8,2002-02-24
Digimon Rumble Arena 2,150000.0,90000.0,50000.0,0.0,10000.0,66.3,8.1,2004-09-03
Digimon Story: Cyber Sleuth - Hacker's Memory,40000.0,0.0,0.0,40000.0,0.0,64.0,7.5,2018-01-19
Digimon World 2,580000.0,230000.0,160000.0,160000.0,40000.0,42.0,7.8,2001-05-19
Digimon World 4,270000.0,170000.0,90000.0,0.0,20000.0,52.3,7.2,2005-06-02
Digimon World DS,100000.0,90000.0,0.0,0.0,10000.0,71.0,7.8,2006-11-07
Digimon World: Next Order,240000.0,130000.0,50000.0,20000.0,40000.0,68.0,6.6,2017-01-31
Dino Crisis 3,140000.0,80000.0,30000.0,30000.0,0.0,51.0,3.5,2003-09-16
Dinotopia: The Timestone Pirates,190000.0,140000.0,50000.0,0.0,0.0,64.0,8.4,2002-04-30
Dirge of Cerberus: Final Fantasy VII,970000.0,460000.0,0.0,510000.0,0.0,57.0,8.3,2006-08-15
Disaster Report,210000.0,30000.0,20000.0,150000.0,10000.0,66.0,8.3,2003-02-15
Disciples III: Renaissance,20000.0,0.0,10000.0,0.0,0.0,56.0,5.3,2010-07-13
Disciples III: Resurrection,10000.0,10000.0,0.0,0.0,0.0,63.0,4.9,2011-10-07
Disgaea 1 Complete,130000.0,70000.0,10000.0,20000.0,10000.0,79.5,7.6,2018-10-09
Disgaea 2: Cursed Memories,330000.0,90000.0,70000.0,150000.0,20000.0,84.0,6.9,2006-08-29
Disgaea 2: Dark Hero Days,250000.0,100000.0,10000.0,120000.0,20000.0,83.0,8.3,2009-09-08
Disgaea 3: Absence of Detention,290000.0,110000.0,60000.0,70000.0,40000.0,78.0,8.3,2012-04-17
Disgaea 3: Absence of Justice,550000.0,360000.0,30000.0,110000.0,50000.0,78.0,8.2,2008-08-26
Disgaea 4: A Promise Unforgotten,160000.0,30000.0,30000.0,80000.0,20000.0,82.0,8.0,2020-12-31
Disgaea 5 Complete,340000.0,150000.0,110000.0,50000.0,20000.0,81.0,8.3,2017-05-23
Disgaea 5: Alliance of Vengeance,350000.0,150000.0,80000.0,70000.0,50000.0,80.0,8.2,2015-10-06
Disgaea DS,180000.0,110000.0,10000.0,50000.0,10000.0,82.0,7.8,2008-09-23
Disgaea Infinite,100000.0,80000.0,0.0,10000.0,20000.0,64.0,7.1,2010-06-08
Disgaea: Afternoon of Darkness,240000.0,150000.0,20000.0,40000.0,20000.0,87.0,8.8,2007-10-30
Disgaea: Hour of Darkness,330000.0,160000.0,130000.0,0.0,40000.0,84.0,8.8,2003-08-27
Dishonored,2230000.0,1330000.0,690000.0,10000.0,200000.0,89.5,8.2,2013-04-16
Dishonored 2,3090000.0,1170000.0,1500000.0,10000.0,410000.0,87.3,7.4,2016-11-10
Dishonored: Death of the Outsider,470000.0,170000.0,240000.0,0.0,60000.0,83.0,6.6,2017-09-15
Dishonored: Definitive Edition,610000.0,250000.0,260000.0,20000.0,80000.0,78.0,7.6,2015-08-25
Disney Art Academy,200000.0,40000.0,60000.0,100000.0,10000.0,72.0,7.1,2016-05-13
Disney Epic Mickey,3020000.0,2040000.0,630000.0,120000.0,230000.0,73.0,7.3,2010-11-30
Disney Epic Mickey 2: The Power of Two,2220000.0,1330000.0,640000.0,10000.0,240000.0,59.8,5.5,2012-11-18
Disney Epic Mickey: The Power of Illusion,30000.0,0.0,30000.0,0.0,0.0,63.0,5.9,2012-11-18
Disney Golf,170000.0,70000.0,60000.0,20000.0,20000.0,72.0,8.3,2002-10-16
Disney Guilty Party,450000.0,420000.0,0.0,0.0,30000.0,78.0,8.0,2010-08-31
Disney Infinity,4910000.0,3000000.0,1370000.0,0.0,550000.0,77.2,6.1,2013-08-18
Disney Princess: Enchanted Journey,1350000.0,1220000.0,30000.0,0.0,100000.0,79.0,4.3,2007-10-30
Disney Sing It,2020000.0,1450000.0,380000.0,0.0,180000.0,59.0,5.2,2008-10-21
Disney Sports Skateboarding,60000.0,50000.0,10000.0,0.0,0.0,36.0,4.7,2002-11-17
Disney Sports Soccer,30000.0,30000.0,10000.0,0.0,0.0,75.0,8.0,2002-11-17
Disney Universe,2250000.0,1340000.0,650000.0,0.0,240000.0,65.2,6.5,2011-10-25
Disney's 102 Dalmatians: Puppies to the Rescue,620000.0,340000.0,230000.0,0.0,40000.0,71.0,7.7,2000-11-08
Disney's A Christmas Carol,240000.0,210000.0,10000.0,0.0,20000.0,66.0,6.4,2009-11-03
Disney's Aladdin,30000.0,20000.0,10000.0,0.0,0.0,59.0,8.2,2004-09-28
Disney's Aladdin in Nasira's Revenge,90000.0,50000.0,40000.0,0.0,10000.0,61.0,7.0,2001-03-15
Disney's Atlantis: The Lost Empire,170000.0,100000.0,70000.0,0.0,10000.0,73.0,8.1,2001-06-14
Disney's Chicken Little,650000.0,320000.0,250000.0,0.0,80000.0,60.0,8.8,2005-10-20
Disney's Donald Duck: Goin' Quackers,270000.0,150000.0,100000.0,0.0,20000.0,66.3,6.1,2002-03-25
Disney's Extreme Skate Adventure,550000.0,330000.0,160000.0,0.0,40000.0,76.7,8.1,2003-09-03
Disney's Kim Possible 2: Drakken's Demise,660000.0,470000.0,170000.0,0.0,10000.0,77.0,7.8,2004-09-15
Disney's Kim Possible 3: Team Possible,460000.0,330000.0,120000.0,0.0,10000.0,76.0,8.0,2005-08-21
Disney's Kim Possible: Global Gemini,60000.0,50000.0,10000.0,0.0,0.0,70.0,7.5,2007-02-13
Disney's Kim Possible: Kimmunicator,130000.0,110000.0,10000.0,0.0,10000.0,61.0,8.0,2005-11-09
Disney's Kim Possible: Revenge of Monkey Fist,510000.0,370000.0,140000.0,0.0,10000.0,62.0,8.0,2002-11-13
Disney's Magical Mirror Starring Mickey Mouse,190000.0,150000.0,40000.0,0.0,10000.0,50.0,7.8,2002-08-13
Disney's Meet the Robinsons,270000.0,240000.0,0.0,0.0,20000.0,63.5,6.0,2007-03-27
Disney's PK: Out of the Shadows,170000.0,100000.0,60000.0,0.0,20000.0,47.5,6.4,2002-11-01
Disney's Party,50000.0,40000.0,10000.0,0.0,0.0,39.0,5.7,2003-09-16
Disney's Planes,210000.0,140000.0,40000.0,0.0,20000.0,51.0,5.3,2013-08-06
Disney's Stitch: Experiment 626,310000.0,150000.0,120000.0,0.0,40000.0,59.0,7.9,2002-06-19
Disney's Tarzan Untamed,590000.0,340000.0,200000.0,0.0,50000.0,60.0,7.2,2001-11-14
Disney's The Emperor's New Groove,310000.0,170000.0,120000.0,0.0,20000.0,66.0,7.0,2000-11-13
Disney's The Lion King: Simba's Mighty Adventure,150000.0,80000.0,60000.0,0.0,10000.0,30.0,7.4,2000-12-22
Disney's Treasure Planet,280000.0,200000.0,70000.0,0.0,10000.0,68.0,7.0,2002-10-31
Disneyland Adventures,70000.0,50000.0,10000.0,0.0,10000.0,67.0,5.7,2017-10-31
Dissidia 012: Duodecim Final Fantasy,890000.0,210000.0,130000.0,460000.0,90000.0,78.0,8.3,2011-03-22
Dissidia Final Fantasy NT,460000.0,190000.0,60000.0,160000.0,50000.0,67.0,7.4,2018-01-30
Divinity II: Ego Draconis,310000.0,190000.0,90000.0,0.0,30000.0,67.0,7.2,2010-01-05
Divinity II: Flames of Vengeance,30000.0,0.0,20000.0,0.0,0.0,72.0,7.9,2010-07-30
Divinity II: The Dragon Knight Saga,130000.0,110000.0,20000.0,0.0,10000.0,72.0,7.8,2011-04-12
Divinity: Original Sin II,160000.0,70000.0,80000.0,0.0,20000.0,92.0,7.8,2018-08-31
DmC Devil May Cry,1260000.0,510000.0,420000.0,200000.0,140000.0,85.5,5.4,2013-01-15
DmC Devil May Cry: Definitive Edition,460000.0,210000.0,170000.0,0.0,60000.0,84.5,7.8,2015-03-10
Doctor Lautrec and the Forgotten Knights,170000.0,70000.0,50000.0,30000.0,10000.0,53.0,5.4,2011-12-13
Dog's Life,420000.0,210000.0,160000.0,0.0,50000.0,64.0,3.3,2004-09-14
Dogz,1190000.0,950000.0,180000.0,0.0,50000.0,64.5,7.0,2005-11-17
Dogz Fashion,10000.0,0.0,0.0,0.0,0.0,72.0,8.3,2006-09-19
Dokapon Journey,50000.0,50000.0,0.0,0.0,0.0,60.0,7.3,2009-04-14
Dokapon Kingdom,240000.0,170000.0,40000.0,20000.0,20000.0,67.0,7.3,2008-10-14
Doki-Doki Universe,10000.0,0.0,10000.0,0.0,0.0,66.0,5.5,2013-12-10
Dokuro,10000.0,0.0,0.0,10000.0,0.0,76.0,7.9,2012-07-05
Don Bradman Cricket 14,10000.0,0.0,10000.0,0.0,0.0,73.0,7.0,2014-04-03
Don King Boxing,260000.0,140000.0,100000.0,0.0,20000.0,55.0,5.5,2009-03-31
Don King Presents: Prizefighter,250000.0,140000.0,80000.0,0.0,20000.0,56.0,6.4,2008-06-10
Don't Knock Twice,30000.0,20000.0,0.0,0.0,10000.0,56.0,6.3,2018-02-27
Don't Starve,50000.0,40000.0,0.0,0.0,10000.0,78.0,7.1,2018-04-17
Donkey Kong Barrel Blast,620000.0,190000.0,260000.0,110000.0,60000.0,46.0,6.9,2007-10-08
Donkey Kong Country 2,1230000.0,790000.0,270000.0,120000.0,40000.0,80.0,8.6,2004-11-15
Donkey Kong Country 3,770000.0,450000.0,170000.0,140000.0,10000.0,77.0,8.3,2005-11-07
Donkey Kong Jungle Beat,1340000.0,840000.0,220000.0,240000.0,40000.0,80.0,8.1,2005-03-14
Donkey Konga 2,390000.0,300000.0,80000.0,0.0,10000.0,69.0,6.4,2005-05-09
Doom,140000.0,100000.0,40000.0,0.0,0.0,81.0,9.1,2001-10-28
Doom 3,1340000.0,850000.0,430000.0,0.0,60000.0,88.0,8.0,2005-04-03
Doom 3 BFG Edition,1060000.0,540000.0,370000.0,0.0,140000.0,67.0,7.2,2012-10-16
Doom 3: Resurrection of Evil,710000.0,530000.0,150000.0,0.0,30000.0,77.0,9.1,2005-10-05
Doom II,3650000.0,2080000.0,1410000.0,0.0,160000.0,80.0,9.0,1994-09-30
Dora The Explorer: Dora Saves the Snow Princess,560000.0,490000.0,20000.0,0.0,40000.0,47.0,7.0,2008-10-27
Double Dragon Advance,50000.0,30000.0,10000.0,0.0,0.0,75.0,8.4,2003-11-14
Downforce,50000.0,30000.0,20000.0,0.0,10000.0,69.0,7.8,2002-06-14
Downhill Domination,470000.0,230000.0,180000.0,0.0,60000.0,79.0,8.4,2003-07-23
Dr. Mario / Puzzle League,330000.0,120000.0,40000.0,160000.0,10000.0,74.0,7.8,2005-11-28
Dr. Seuss' The Cat in the Hat,560000.0,270000.0,210000.0,0.0,70000.0,56.0,6.8,2003-11-05
Dr. Seuss: Green Eggs and Ham,50000.0,40000.0,10000.0,0.0,0.0,64.0,8.8,2003-11-17
Draglade,100000.0,90000.0,0.0,0.0,10000.0,71.0,7.5,2007-12-04
Dragon Age II,2580000.0,1350000.0,880000.0,60000.0,290000.0,81.0,4.5,2011-03-08
Dragon Age: Inquisition,4640000.0,2440000.0,1520000.0,80000.0,590000.0,82.5,6.3,2014-11-18
Dragon Age: Origins,2170000.0,960000.0,880000.0,80000.0,250000.0,89.0,8.4,2009-11-03
Dragon Ball FighterZ,960000.0,590000.0,220000.0,70000.0,80000.0,86.5,7.6,2018-01-26
Dragon Ball GT: Transformation,280000.0,200000.0,80000.0,0.0,10000.0,69.0,7.7,2005-08-09
Dragon Ball Z for Kinect,10000.0,10000.0,0.0,0.0,0.0,49.0,2.2,2012-10-09
Dragon Ball Z: Attack of the Saiyans,360000.0,120000.0,20000.0,210000.0,10000.0,73.0,8.1,2009-11-10
Dragon Ball Z: Battle of Z,510000.0,110000.0,210000.0,130000.0,50000.0,57.7,6.0,2014-01-28
Dragon Ball Z: Budokai,690000.0,530000.0,140000.0,0.0,20000.0,65.0,6.8,2003-10-28
Dragon Ball Z: Budokai 2,270000.0,210000.0,60000.0,0.0,10000.0,66.0,6.5,2004-12-15
Dragon Ball Z: Budokai Tenkaichi 2,290000.0,240000.0,30000.0,0.0,20000.0,72.0,8.5,2006-11-15
Dragon Ball Z: Budokai Tenkaichi 3,1030000.0,320000.0,360000.0,260000.0,80000.0,72.0,8.5,2007-12-03
Dragon Ball Z: Burst Limit,1340000.0,460000.0,520000.0,210000.0,170000.0,71.5,7.6,2008-06-10
Dragon Ball Z: Buu's Fury,610000.0,440000.0,160000.0,0.0,10000.0,62.0,8.5,2004-09-14
Dragon Ball Z: Collectible Card Game,460000.0,330000.0,120000.0,0.0,10000.0,62.0,6.4,2002-05-29
Dragon Ball Z: Extreme Butoden,350000.0,130000.0,30000.0,170000.0,20000.0,61.0,7.1,2015-10-20
Dragon Ball Z: Harukanaru Densetsu,200000.0,190000.0,0.0,0.0,20000.0,57.0,6.7,2007-06-05
Dragon Ball Z: Infinite World,360000.0,80000.0,60000.0,210000.0,20000.0,48.0,8.0,2008-11-04
Dragon Ball Z: Sagas,910000.0,720000.0,100000.0,0.0,80000.0,49.3,6.5,2005-03-22
Dragon Ball Z: Shin Budokai,540000.0,260000.0,80000.0,130000.0,70000.0,70.0,8.1,2006-03-07
Dragon Ball Z: Supersonic Warriors,510000.0,360000.0,130000.0,0.0,10000.0,73.0,7.1,2004-06-22
Dragon Ball Z: Supersonic Warriors 2,490000.0,130000.0,20000.0,320000.0,20000.0,66.0,7.5,2005-11-20
Dragon Ball Z: Taiketsu,1080000.0,770000.0,290000.0,0.0,20000.0,40.0,6.1,2003-11-24
Dragon Ball Z: Tenkaichi Tag Team,270000.0,110000.0,40000.0,90000.0,30000.0,63.0,8.6,2010-10-19
Dragon Ball Z: The Legacy of Goku II,1090000.0,780000.0,290000.0,0.0,20000.0,75.0,8.5,2003-06-17
Dragon Ball Z: Ultimate Tenkaichi,1160000.0,660000.0,280000.0,100000.0,120000.0,56.5,5.6,2011-10-25
Dragon Ball: Advanced Adventure,40000.0,30000.0,10000.0,0.0,0.0,75.0,8.4,2006-06-06
Dragon Ball: Evolution,100000.0,90000.0,0.0,0.0,10000.0,28.0,1.4,2009-04-08
Dragon Ball: Origins,120000.0,80000.0,30000.0,0.0,10000.0,78.0,7.9,2008-11-04
Dragon Ball: Origins 2,160000.0,50000.0,20000.0,80000.0,10000.0,70.0,8.0,2010-06-22
Dragon Ball: Raging Blast,1280000.0,730000.0,270000.0,130000.0,140000.0,56.5,7.6,2009-11-10
Dragon Ball: Raging Blast 2,1470000.0,920000.0,280000.0,120000.0,150000.0,58.5,7.7,2010-11-02
Dragon Ball: Revenge of King Piccolo,200000.0,120000.0,30000.0,30000.0,20000.0,65.0,7.5,2009-10-20
Dragon Ball: Xenoverse,630000.0,420000.0,150000.0,0.0,60000.0,78.0,7.0,2015-02-24
Dragon Ball: Xenoverse 2,550000.0,170000.0,160000.0,190000.0,30000.0,75.0,7.7,2017-09-22
Dragon Blade: Wrath of Fire,180000.0,170000.0,0.0,0.0,10000.0,51.0,7.5,2007-09-25
Dragon Booster,20000.0,20000.0,0.0,0.0,0.0,33.0,7.0,2005-12-07
Dragon Quest Builders 2,290000.0,0.0,0.0,290000.0,0.0,85.5,8.0,2019-07-12
Dragon Quest Heroes: Rocket Slime,440000.0,130000.0,0.0,310000.0,10000.0,83.0,7.7,2006-09-19
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,710000.0,180000.0,10000.0,500000.0,20000.0,65.0,6.2,2008-02-19
Dragon Quest VIII: Journey of the Cursed King,1150000.0,140000.0,110000.0,880000.0,20000.0,85.0,8.5,2017-01-20
Dragon Quest XI: Echoes of an Elusive Age,2040000.0,290000.0,220000.0,1430000.0,100000.0,86.0,8.7,2018-09-04
Dragon Rage,60000.0,30000.0,20000.0,0.0,10000.0,50.0,6.3,2001-11-27
Dragon Star Varnir,20000.0,0.0,0.0,20000.0,0.0,75.0,6.8,2019-06-11
Dragon Valor,70000.0,40000.0,30000.0,0.0,0.0,57.0,8.3,2000-10-16
Dragon's Crown,890000.0,410000.0,100000.0,290000.0,90000.0,79.5,8.4,2013-08-06
Dragon's Crown Pro,120000.0,100000.0,0.0,0.0,20000.0,80.0,7.9,2018-04-24
Dragon's Dogma,2550000.0,830000.0,720000.0,790000.0,220000.0,76.5,8.2,2012-05-22
Dragon's Dogma: Dark Arisen,40000.0,40000.0,0.0,0.0,0.0,80.0,7.7,2017-10-03
Dragoneer's Aria,70000.0,20000.0,0.0,50000.0,0.0,56.0,6.4,2007-08-21
Drakan: The Ancients' Gates,260000.0,130000.0,100000.0,0.0,30000.0,78.0,8.6,2002-01-28
Drake of the 99 Dragons,70000.0,50000.0,10000.0,0.0,0.0,22.0,1.7,2003-11-03
Drakengard,650000.0,190000.0,150000.0,260000.0,50000.0,63.0,8.2,2004-03-02
Drakengard 2,130000.0,60000.0,50000.0,0.0,20000.0,58.0,6.8,2006-02-14
Drakengard 3,320000.0,110000.0,0.0,190000.0,20000.0,61.0,8.1,2014-05-20
Drawn to Life,780000.0,710000.0,10000.0,0.0,60000.0,73.0,7.9,2007-09-10
Drawn to Life: The Next Chapter,1400000.0,720000.0,530000.0,0.0,140000.0,65.0,6.9,2009-10-27
Dream Pinball 3D,140000.0,100000.0,30000.0,0.0,10000.0,54.0,7.6,2008-04-22
Dream Trigger 3D,70000.0,40000.0,20000.0,0.0,10000.0,54.0,6.3,2011-05-10
DreamWorks Super Star Kartz,250000.0,140000.0,70000.0,0.0,30000.0,71.5,7.0,2011-11-15
Dreamcast Collection,240000.0,160000.0,60000.0,0.0,20000.0,53.0,5.1,2011-02-22
Dreamfall: The Longest Journey,40000.0,30000.0,10000.0,0.0,0.0,73.0,8.4,2006-04-18
Dreamworks Madagascar Kartz,1040000.0,620000.0,320000.0,0.0,110000.0,50.0,5.7,2009-10-27
Drill Dozer,50000.0,40000.0,10000.0,0.0,0.0,81.0,8.8,2006-02-06
Driv3r,2020000.0,980000.0,860000.0,0.0,190000.0,63.0,5.7,2004-06-21
Driveclub VR,270000.0,120000.0,90000.0,10000.0,40000.0,66.0,6.6,2016-10-13
Driven,230000.0,140000.0,80000.0,0.0,20000.0,46.5,5.6,2001-11-06
Driver,6270000.0,3110000.0,2800000.0,20000.0,330000.0,87.0,8.0,1999-06-30
Driver '76,240000.0,30000.0,140000.0,0.0,70000.0,57.0,7.3,2007-05-08
Driver 2,4730000.0,2360000.0,2100000.0,20000.0,250000.0,62.0,7.6,2000-11-13
Driver 2 Advance,340000.0,250000.0,90000.0,0.0,10000.0,73.0,6.2,2002-10-22
Driver: Parallel Lines,280000.0,120000.0,100000.0,30000.0,30000.0,69.0,7.2,2006-03-14
Driver: Renegade,90000.0,50000.0,40000.0,0.0,10000.0,48.0,5.0,2011-09-06
Driver: San Francisco,2010000.0,610000.0,1090000.0,10000.0,290000.0,75.8,7.2,2011-09-06
Driving Emotion Type-S,180000.0,40000.0,30000.0,110000.0,10000.0,55.0,3.5,2001-01-29
Drome Racers,30000.0,20000.0,10000.0,0.0,0.0,54.0,6.6,2003-09-16
Drone Tactics,20000.0,10000.0,0.0,0.0,0.0,74.0,7.4,2008-05-12
DualPenSports,110000.0,50000.0,50000.0,0.0,10000.0,58.0,3.5,2011-06-21
DuckTales: Remastered,160000.0,100000.0,40000.0,0.0,20000.0,73.7,7.5,2013-11-12
Duel Masters: Sempai Legends,290000.0,210000.0,80000.0,0.0,10000.0,69.0,8.3,2004-06-01
Duke Nukem 3D: 20th Anniversary World Tour,180000.0,150000.0,0.0,0.0,30000.0,73.5,7.0,2016-10-18
Duke Nukem Advance,10000.0,0.0,0.0,0.0,0.0,81.0,8.3,2002-08-12
Duke Nukem Forever,1590000.0,850000.0,560000.0,0.0,180000.0,50.0,4.7,2011-06-14
Duke Nukem Trilogy: Critical Mass,40000.0,40000.0,0.0,0.0,0.0,29.0,3.7,2011-06-06
Dungeon Explorer: Warriors of Ancient Arts,10000.0,10000.0,0.0,0.0,0.0,56.0,5.5,2008-02-15
Dungeon Keeper 2,50000.0,0.0,50000.0,0.0,10000.0,78.0,8.8,1999-06-30
Dungeon Maker: Hunting Ground,30000.0,30000.0,0.0,0.0,0.0,70.0,6.4,2007-06-19
Dungeon Siege II,20000.0,0.0,20000.0,0.0,0.0,80.0,7.8,2005-08-16
Dungeon Siege II: Broken World,10000.0,10000.0,0.0,0.0,0.0,62.0,6.9,2006-08-01
Dungeon Siege III,760000.0,380000.0,250000.0,40000.0,90000.0,71.5,6.1,2011-06-21
Dungeon Siege: Throne of Agony,160000.0,130000.0,20000.0,0.0,20000.0,74.0,7.8,2006-10-30
Dungeons,90000.0,70000.0,20000.0,0.0,10000.0,65.0,4.6,2011-02-10
Dungeons 3,20000.0,20000.0,0.0,0.0,0.0,72.0,7.4,2017-10-17
Dying Light,3920000.0,2190000.0,1050000.0,140000.0,540000.0,74.0,7.8,2015-01-27
Dynasty Tactics,290000.0,60000.0,50000.0,160000.0,20000.0,79.0,8.1,2002-09-17
Dynasty Tactics 2,110000.0,50000.0,40000.0,0.0,10000.0,78.0,8.1,2003-09-23
Dynasty Warriors,510000.0,180000.0,0.0,300000.0,20000.0,62.0,7.3,2005-03-17
Dynasty Warriors 2,830000.0,240000.0,190000.0,340000.0,60000.0,75.0,8.7,2000-10-25
Dynasty Warriors 3,80000.0,60000.0,20000.0,0.0,0.0,70.0,8.7,2002-09-24
Dynasty Warriors 3: Xtreme Legends,1000000.0,130000.0,100000.0,740000.0,30000.0,72.0,8.5,2003-01-11
Dynasty Warriors 4,160000.0,120000.0,30000.0,0.0,10000.0,75.0,8.8,2003-09-05
Dynasty Warriors 4 Empires,320000.0,0.0,0.0,320000.0,0.0,71.0,8.7,2004-08-31
Dynasty Warriors 4: Xtreme Legends,860000.0,170000.0,130000.0,510000.0,40000.0,72.0,8.3,2003-11-04
Dynasty Warriors 5,50000.0,40000.0,10000.0,0.0,0.0,66.0,8.0,2005-09-13
Dynasty Warriors 5 Empires,470000.0,220000.0,100000.0,120000.0,40000.0,61.5,8.1,2006-03-28
Dynasty Warriors 5: Xtreme Legends,570000.0,110000.0,80000.0,350000.0,30000.0,57.0,8.2,2005-11-16
Dynasty Warriors 6,1260000.0,450000.0,220000.0,470000.0,90000.0,54.0,6.7,2008-02-19
Dynasty Warriors 6 Empires,580000.0,300000.0,50000.0,190000.0,40000.0,60.5,7.2,2009-06-23
Dynasty Warriors 7,1150000.0,410000.0,200000.0,460000.0,80000.0,57.5,7.7,2011-03-29
Dynasty Warriors 7: Empires,140000.0,0.0,0.0,140000.0,0.0,63.0,8.0,2012-11-08
Dynasty Warriors 7: Xtreme Legends,260000.0,40000.0,50000.0,160000.0,10000.0,64.0,7.6,2011-11-15
Dynasty Warriors 8,610000.0,120000.0,110000.0,340000.0,50000.0,68.0,8.1,2013-07-16
Dynasty Warriors 8: Empires,310000.0,110000.0,90000.0,70000.0,40000.0,63.7,7.0,2015-01-24
Dynasty Warriors 8: Xtreme Legends,160000.0,20000.0,20000.0,110000.0,10000.0,68.0,7.0,2014-03-25
Dynasty Warriors 9,450000.0,160000.0,70000.0,170000.0,40000.0,60.5,4.0,2018-02-13
Dynasty Warriors Advance,110000.0,80000.0,30000.0,0.0,0.0,56.0,8.5,2005-08-29
Dynasty Warriors DS: Fighter's Battle,70000.0,40000.0,0.0,30000.0,0.0,56.0,7.3,2007-07-25
Dynasty Warriors Gundam,660000.0,290000.0,20000.0,330000.0,30000.0,57.5,6.8,2007-08-28
Dynasty Warriors Gundam Reborn,230000.0,0.0,0.0,230000.0,0.0,64.0,7.7,2014-07-01
Dynasty Warriors Next,260000.0,50000.0,70000.0,110000.0,30000.0,67.0,7.5,2012-02-22
Dynasty Warriors Vol. 2,50000.0,40000.0,0.0,0.0,0.0,57.0,8.4,2006-10-24
Dynasty Warriors: Gundam 2,1020000.0,200000.0,130000.0,650000.0,50000.0,51.7,6.7,2009-04-21
Dynasty Warriors: Gundam 3,720000.0,220000.0,80000.0,380000.0,30000.0,61.5,7.7,2011-06-28
Dynasty Warriors: Strikeforce,970000.0,270000.0,160000.0,470000.0,70000.0,62.7,6.7,2009-04-28
Déraciné,100000.0,70000.0,0.0,10000.0,20000.0,68.0,7.7,2018-11-06
E.T. The Extra-Terrestrial,10000.0,10000.0,0.0,0.0,0.0,46.0,1.9,2001-12-14
EA Playground,1290000.0,680000.0,470000.0,0.0,130000.0,66.0,7.6,2007-10-22
EA Sports Active,3930000.0,2110000.0,1350000.0,60000.0,400000.0,81.0,8.2,2009-05-19
